,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
2012,2042,K-12 School,>50-90K Buildings,C,0.4,90000,50000
2013,2042,K-12 School,>30-50K Buildings,D,0.4,50000,30000
2014,2042,K-12 School,>20-30K Buildings,E,0.4,50000,20000
2015,2042,K-12 School,<20k buildings,F,,20000,0
2016,2042,Laboratory,>220K Buildings,A,0.0,1000000,220000
2017,2042,Laboratory,>90-220K Buildings,B,0.0,220000,90000
2018,2042,Laboratory,>50-90K Buildings,C,2.79,90000,50000
2019,2042,Laboratory,>30-50K Buildings,D,2.79,50000,30000
2020,2042,Laboratory,>20-30K Buildings,E,2.79,50000,20000
2021,2042,Laboratory,<20k buildings,F,,20000,0
2022,2042,Multifamily Housing,>220K Buildings,A,0.27,1000000,220000
2023,2042,Multifamily Housing,>90-220K Buildings,B,0.27,220000,90000
2024,2042,Multifamily Housing,>50-90K Buildings,C,0.46,90000,50000
2025,2042,Multifamily Housing,>30-50K Buildings,D,0.46,50000,30000
2026,2042,Multifamily Housing,>20-30K Buildings,E,0.46,50000,20000
2027,2042,Multifamily Housing,<20k buildings,F,,20000,0
2028,2042,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2029,2042,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2030,2042,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
2031,2042,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
2032,2042,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
2033,2042,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
2034,2042,Office,>220K Buildings,A,0.0,1000000,220000
2035,2042,Office,>90-220K Buildings,B,0.0,220000,90000
2036,2042,Office,>50-90K Buildings,C,0.26,90000,50000
2037,2042,Office,>30-50K Buildings,D,0.26,50000,30000
2038,2042,Office,>20-30K Buildings,E,0.26,50000,20000
2039,2042,Office,<20k buildings,F,,20000,0
2040,2042,Other,>220K Buildings,A,0.0,1000000,220000
2041,2042,Other,>90-220K Buildings,B,0.0,220000,90000
2042,2042,Other,>50-90K Buildings,C,0.88,90000,50000
2043,2042,Other,>30-50K Buildings,D,0.88,50000,30000
2044,2042,Other,>20-30K Buildings,E,0.88,50000,20000
2045,2042,Other,<20k buildings,F,,20000,0
2046,2042,Recreation,>220K Buildings,A,0.0,1000000,220000
2047,2042,Recreation,>90-220K Buildings,B,0.0,220000,90000
2048,2042,Recreation,>50-90K Buildings,C,1.34,90000,50000
2049,2042,Recreation,>30-50K Buildings,D,1.34,50000,30000
2050,2042,Recreation,>20-30K Buildings,E,1.34,50000,20000
2051,2042,Recreation,<20k buildings,F,,20000,0
2052,2042,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2053,2042,Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2054,2042,Refrigerated Warehouse,>50-90K Buildings,C,0.16,90000,50000
2055,2042,Refrigerated Warehouse,>30-50K Buildings,D,0.16,50000,30000
2056,2042,Refrigerated Warehouse,>20-30K Buildings,E,0.16,50000,20000
2057,2042,Refrigerated Warehouse,<20k buildings,F,,20000,0
2058,2042,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
2059,2042,Residence Hall/Dormitory,>90-220K Buildings,B,0.0,220000,90000
2060,2042,Residence Hall/Dormitory,>50-90K Buildings,C,0.49,90000,50000
2061,2042,Residence Hall/Dormitory,>30-50K Buildings,D,0.49,50000,30000
2062,2042,Residence Hall/Dormitory,>20-30K Buildings,E,0.49,50000,20000
2063,2042,Residence Hall/Dormitory,<20k buildings,F,,20000,0
2064,2042,Restaurant,>220K Buildings,A,0.0,1000000,220000
2065,2042,Restaurant,>90-220K Buildings,B,0.0,220000,90000
2066,2042,Restaurant,>50-90K Buildings,C,2.41,90000,50000
2067,2042,Restaurant,>30-50K Buildings,D,2.41,50000,30000
2068,2042,Restaurant,>20-30K Buildings,E,2.41,50000,20000
2069,2042,Restaurant,<20k buildings,F,,20000,0
2070,2042,Retail Store,>220K Buildings,A,0.0,1000000,220000
2071,2042,Retail Store,>90-220K Buildings,B,0.0,220000,90000
2072,2042,Retail Store,>50-90K Buildings,C,0.38,90000,50000
2073,2042,Retail Store,>30-50K Buildings,D,0.38,50000,30000
2074,2042,Retail Store,>20-30K Buildings,E,0.38,50000,20000
2075,2042,Retail Store,<20k buildings,F,,20000,0
2076,2042,Self-Storage Facility,>220K Buildings,A,0.0,1000000,220000
2077,2042,Self-Storage Facility,>90-220K Buildings,B,0.0,220000,90000
2078,2042,Self-Storage Facility,>50-90K Buildings,C,0.1,90000,50000
2079,2042,Self-Storage Facility,>30-50K Buildings,D,0.1,50000,30000
2080,2042,Self-Storage Facility,>20-30K Buildings,E,0.1,50000,20000
2081,2042,Self-Storage Facility,<20k buildings,F,,20000,0
2082,2042,Senior Living Community,>220K Buildings,A,0.0,1000000,220000
2083,2042,Senior Living Community,>90-220K Buildings,B,0.0,220000,90000
2084,2042,Senior Living Community,>50-90K Buildings,C,0.87,90000,50000
2085,2042,Senior Living Community,>30-50K Buildings,D,0.87,50000,30000
2086,2042,Senior Living Community,>20-30K Buildings,E,0.87,50000,20000
2087,2042,Senior Living Community,<20k buildings,F,,20000,0
2088,2042,Services,>220K Buildings,A,0.0,1000000,220000
2089,2042,Services,>90-220K Buildings,B,0.0,220000,90000
2090,2042,Services,>50-90K Buildings,C,0.6,90000,50000
2091,2042,Services,>30-50K Buildings,D,0.6,50000,30000
2092,2042,Services,>20-30K Buildings,E,0.6,50000,20000
2093,2042,Services,<20k buildings,F,,20000,0
2094,2042,Supermarket/Grocery Store,>220K Buildings,A,0.0,1000000,220000
2095,2042,Supermarket/Grocery Store,>90-220K Buildings,B,0.0,220000,90000
2096,2042,Supermarket/Grocery Store,>50-90K Buildings,C,1.46,90000,50000
2097,2042,Supermarket/Grocery Store,>30-50K Buildings,D,1.46,50000,30000
2098,2042,Supermarket/Grocery Store,>20-30K Buildings,E,1.46,50000,20000
2099,2042,Supermarket/Grocery Store,<20k buildings,F,,20000,0
2100,2042,Worship Facility,>220K Buildings,A,0.0,1000000,220000
2101,2042,Worship Facility,>90-220K Buildings,B,0.0,220000,90000
2102,2042,Worship Facility,>50-90K Buildings,C,0.49,90000,50000
2103,2042,Worship Facility,>30-50K Buildings,D,0.49,50000,30000
2104,2042,Worship Facility,>20-30K Buildings,E,0.49,50000,20000
2105,2042,Worship Facility,<20k buildings,F,,20000,0
2106,2042,nan,>220K Buildings,A,0.0,1000000,220000
2107,2042,nan,>90-220K Buildings,B,0.0,220000,90000
2108,2042,nan,>50-90K Buildings,C,0.0,90000,50000
2109,2042,nan,>30-50K Buildings,D,0.0,50000,30000
2110,2042,nan,>20-30K Buildings,E,0.0,50000,20000
2111,2042,nan,<20k buildings,F,,20000,0
2112,2043,College/University,>220K Buildings,A,0.0,1000000,220000
2113,2043,College/University,>90-220K Buildings,B,0.0,220000,90000
2114,2043,College/University,>50-90K Buildings,C,0.0,90000,50000
2115,2043,College/University,>30-50K Buildings,D,1.17,50000,30000
2116,2043,College/University,>20-30K Buildings,E,1.17,50000,20000
2117,2043,College/University,<20k buildings,F,,20000,0
2118,2043,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
2119,2043,Entertainment/Public Assembly,>90-220K Buildings,B,0.0,220000,90000
2120,2043,Entertainment/Public Assembly,>50-90K Buildings,C,0.0,90000,50000
2121,2043,Entertainment/Public Assembly,>30-50K Buildings,D,0.52,50000,30000
2122,2043,Entertainment/Public Assembly,>20-30K Buildings,E,0.52,50000,20000
2123,2043,Entertainment/Public Assembly,<20k buildings,F,,20000,0
2124,2043,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
2125,2043,Fire/Police Station,>90-220K Buildings,B,0.0,220000,90000
2126,2043,Fire/Police Station,>50-90K Buildings,C,0.0,90000,50000
2127,2043,Fire/Police Station,>30-50K Buildings,D,1.0,50000,30000
2128,2043,Fire/Police Station,>20-30K Buildings,E,1.0,50000,20000
2129,2043,Fire/Police Station,<20k buildings,F,,20000,0
2130,2043,Hospital,>220K Buildings,A,0.0,1000000,220000
2131,2043,Hospital,>90-220K Buildings,B,0.0,220000,90000
2132,2043,Hospital,>50-90K Buildings,C,0.0,90000,50000
2133,2043,Hospital,>30-50K Buildings,D,2.11,50000,30000
2134,2043,Hospital,>20-30K Buildings,E,2.11,50000,20000
2135,2043,Hospital,<20k buildings,F,,20000,0
2136,2043,Hotel,>220K Buildings,A,0.0,1000000,220000
2137,2043,Hotel,>90-220K Buildings,B,0.0,220000,90000
2138,2043,Hotel,>50-90K Buildings,C,0.0,90000,50000
2139,2043,Hotel,>30-50K Buildings,D,0.91,50000,30000
2140,2043,Hotel,>20-30K Buildings,E,0.91,50000,20000
2141,2043,Hotel,<20k buildings,F,,20000,0
2142,2043,K-12 School,>220K Buildings,A,0.0,1000000,220000
2143,2043,K-12 School,>90-220K Buildings,B,0.0,220000,90000
2144,2043,K-12 School,>50-90K Buildings,C,0.0,90000,50000
2145,2043,K-12 School,>30-50K Buildings,D,0.4,50000,30000
2146,2043,K-12 School,>20-30K Buildings,E,0.4,50000,20000
2147,2043,K-12 School,<20k buildings,F,,20000,0
2148,2043,Laboratory,>220K Buildings,A,0.0,1000000,220000
2149,2043,Laboratory,>90-220K Buildings,B,0.0,220000,90000
2150,2043,Laboratory,>50-90K Buildings,C,0.0,90000,50000
2151,2043,Laboratory,>30-50K Buildings,D,2.79,50000,30000
2152,2043,Laboratory,>20-30K Buildings,E,2.79,50000,20000
2153,2043,Laboratory,<20k buildings,F,,20000,0
2154,2043,Multifamily Housing,>220K Buildings,A,0.27,1000000,220000
2155,2043,Multifamily Housing,>90-220K Buildings,B,0.27,220000,90000
2156,2043,Multifamily Housing,>50-90K Buildings,C,0.27,90000,50000
2157,2043,Multifamily Housing,>30-50K Buildings,D,0.46,50000,30000
2158,2043,Multifamily Housing,>20-30K Buildings,E,0.46,50000,20000
2159,2043,Multifamily Housing,<20k buildings,F,,20000,0
2160,2043,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2161,2043,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2162,2043,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2163,2043,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
2164,2043,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
2165,2043,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
2166,2043,Office,>220K Buildings,A,0.0,1000000,220000
2167,2043,Office,>90-220K Buildings,B,0.0,220000,90000
2168,2043,Office,>50-90K Buildings,C,0.0,90000,50000
2169,2043,Office,>30-50K Buildings,D,0.26,50000,30000
2170,2043,Office,>20-30K Buildings,E,0.26,50000,20000
2171,2043,Office,<20k buildings,F,,20000,0
2172,2043,Other,>220K Buildings,A,0.0,1000000,220000
2173,2043,Other,>90-220K Buildings,B,0.0,220000,90000
2174,2043,Other,>50-90K Buildings,C,0.0,90000,50000
2175,2043,Other,>30-50K Buildings,D,0.88,50000,30000
2176,2043,Other,>20-30K Buildings,E,0.88,50000,20000
2177,2043,Other,<20k buildings,F,,20000,0
2178,2043,Recreation,>220K Buildings,A,0.0,1000000,220000
2179,2043,Recreation,>90-220K Buildings,B,0.0,220000,90000
2180,2043,Recreation,>50-90K Buildings,C,0.0,90000,50000
2181,2043,Recreation,>30-50K Buildings,D,1.34,50000,30000
2182,2043,Recreation,>20-30K Buildings,E,1.34,50000,20000
2183,2043,Recreation,<20k buildings,F,,20000,0
2184,2043,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2185,2043,Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2186,2043,Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2187,2043,Refrigerated Warehouse,>30-50K Buildings,D,0.16,50000,30000
2188,2043,Refrigerated Warehouse,>20-30K Buildings,E,0.16,50000,20000
2189,2043,Refrigerated Warehouse,<20k buildings,F,,20000,0
2190,2043,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
2191,2043,Residence Hall/Dormitory,>90-220K Buildings,B,0.0,220000,90000
2192,2043,Residence Hall/Dormitory,>50-90K Buildings,C,0.0,90000,50000
2193,2043,Residence Hall/Dormitory,>30-50K Buildings,D,0.49,50000,30000
2194,2043,Residence Hall/Dormitory,>20-30K Buildings,E,0.49,50000,20000
2195,2043,Residence Hall/Dormitory,<20k buildings,F,,20000,0
2196,2043,Restaurant,>220K Buildings,A,0.0,1000000,220000
2197,2043,Restaurant,>90-220K Buildings,B,0.0,220000,90000
2198,2043,Restaurant,>50-90K Buildings,C,0.0,90000,50000
2199,2043,Restaurant,>30-50K Buildings,D,2.41,50000,30000
2200,2043,Restaurant,>20-30K Buildings,E,2.41,50000,20000
2201,2043,Restaurant,<20k buildings,F,,20000,0
2202,2043,Retail Store,>220K Buildings,A,0.0,1000000,220000
2203,2043,Retail Store,>90-220K Buildings,B,0.0,220000,90000
2204,2043,Retail Store,>50-90K Buildings,C,0.0,90000,50000
2205,2043,Retail Store,>30-50K Buildings,D,0.38,50000,30000
2206,2043,Retail Store,>20-30K Buildings,E,0.38,50000,20000
2207,2043,Retail Store,<20k buildings,F,,20000,0
2208,2043,Self-Storage Facility,>220K Buildings,A,0.0,1000000,220000
2209,2043,Self-Storage Facility,>90-220K Buildings,B,0.0,220000,90000
2210,2043,Self-Storage Facility,>50-90K Buildings,C,0.0,90000,50000
2211,2043,Self-Storage Facility,>30-50K Buildings,D,0.1,50000,30000
2212,2043,Self-Storage Facility,>20-30K Buildings,E,0.1,50000,20000
2213,2043,Self-Storage Facility,<20k buildings,F,,20000,0
2214,2043,Senior Living Community,>220K Buildings,A,0.0,1000000,220000
2215,2043,Senior Living Community,>90-220K Buildings,B,0.0,220000,90000
2216,2043,Senior Living Community,>50-90K Buildings,C,0.0,90000,50000
2217,2043,Senior Living Community,>30-50K Buildings,D,0.87,50000,30000
2218,2043,Senior Living Community,>20-30K Buildings,E,0.87,50000,20000
2219,2043,Senior Living Community,<20k buildings,F,,20000,0
2220,2043,Services,>220K Buildings,A,0.0,1000000,220000
2221,2043,Services,>90-220K Buildings,B,0.0,220000,90000
2222,2043,Services,>50-90K Buildings,C,0.0,90000,50000
2223,2043,Services,>30-50K Buildings,D,0.6,50000,30000
2224,2043,Services,>20-30K Buildings,E,0.6,50000,20000
2225,2043,Services,<20k buildings,F,,20000,0
2226,2043,Supermarket/Grocery Store,>220K Buildings,A,0.0,1000000,220000
2227,2043,Supermarket/Grocery Store,>90-220K Buildings,B,0.0,220000,90000
2228,2043,Supermarket/Grocery Store,>50-90K Buildings,C,0.0,90000,50000
2229,2043,Supermarket/Grocery Store,>30-50K Buildings,D,1.46,50000,30000
2230,2043,Supermarket/Grocery Store,>20-30K Buildings,E,1.46,50000,20000
2231,2043,Supermarket/Grocery Store,<20k buildings,F,,20000,0
2232,2043,Worship Facility,>220K Buildings,A,0.0,1000000,220000
2233,2043,Worship Facility,>90-220K Buildings,B,0.0,220000,90000
2234,2043,Worship Facility,>50-90K Buildings,C,0.0,90000,50000
2235,2043,Worship Facility,>30-50K Buildings,D,0.49,50000,30000
2236,2043,Worship Facility,>20-30K Buildings,E,0.49,50000,20000
2237,2043,Worship Facility,<20k buildings,F,,20000,0
2238,2043,nan,>220K Buildings,A,0.0,1000000,220000
2239,2043,nan,>90-220K Buildings,B,0.0,220000,90000
2240,2043,nan,>50-90K Buildings,C,0.0,90000,50000
2241,2043,nan,>30-50K Buildings,D,0.0,50000,30000
2242,2043,nan,>20-30K Buildings,E,0.0,50000,20000
2243,2043,nan,<20k buildings,F,,20000,0
2244,2044,College/University,>220K Buildings,A,0.0,1000000,220000
2245,2044,College/University,>90-220K Buildings,B,0.0,220000,90000
2246,2044,College/University,>50-90K Buildings,C,0.0,90000,50000
2247,2044,College/University,>30-50K Buildings,D,0.0,50000,30000
2248,2044,College/University,>20-30K Buildings,E,1.17,50000,20000
2249,2044,College/University,<20k buildings,F,,20000,0
2250,2044,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
2251,2044,Entertainment/Public Assembly,>90-220K Buildings,B,0.0,220000,90000
2252,2044,Entertainment/Public Assembly,>50-90K Buildings,C,0.0,90000,50000
2253,2044,Entertainment/Public Assembly,>30-50K Buildings,D,0.0,50000,30000
2254,2044,Entertainment/Public Assembly,>20-30K Buildings,E,0.52,50000,20000
2255,2044,Entertainment/Public Assembly,<20k buildings,F,,20000,0
2256,2044,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
2257,2044,Fire/Police Station,>90-220K Buildings,B,0.0,220000,90000
2258,2044,Fire/Police Station,>50-90K Buildings,C,0.0,90000,50000
2259,2044,Fire/Police Station,>30-50K Buildings,D,0.0,50000,30000
2260,2044,Fire/Police Station,>20-30K Buildings,E,1.0,50000,20000
2261,2044,Fire/Police Station,<20k buildings,F,,20000,0
2262,2044,Hospital,>220K Buildings,A,0.0,1000000,220000
2263,2044,Hospital,>90-220K Buildings,B,0.0,220000,90000
2264,2044,Hospital,>50-90K Buildings,C,0.0,90000,50000
2265,2044,Hospital,>30-50K Buildings,D,0.0,50000,30000
2266,2044,Hospital,>20-30K Buildings,E,2.11,50000,20000
2267,2044,Hospital,<20k buildings,F,,20000,0
2268,2044,Hotel,>220K Buildings,A,0.0,1000000,220000
2269,2044,Hotel,>90-220K Buildings,B,0.0,220000,90000
2270,2044,Hotel,>50-90K Buildings,C,0.0,90000,50000
2271,2044,Hotel,>30-50K Buildings,D,0.0,50000,30000
2272,2044,Hotel,>20-30K Buildings,E,0.91,50000,20000
2273,2044,Hotel,<20k buildings,F,,20000,0
2274,2044,K-12 School,>220K Buildings,A,0.0,1000000,220000
2275,2044,K-12 School,>90-220K Buildings,B,0.0,220000,90000
2276,2044,K-12 School,>50-90K Buildings,C,0.0,90000,50000
2277,2044,K-12 School,>30-50K Buildings,D,0.0,50000,30000
2278,2044,K-12 School,>20-30K Buildings,E,0.4,50000,20000
2279,2044,K-12 School,<20k buildings,F,,20000,0
2280,2044,Laboratory,>220K Buildings,A,0.0,1000000,220000
2281,2044,Laboratory,>90-220K Buildings,B,0.0,220000,90000
2282,2044,Laboratory,>50-90K Buildings,C,0.0,90000,50000
2283,2044,Laboratory,>30-50K Buildings,D,0.0,50000,30000
2284,2044,Laboratory,>20-30K Buildings,E,2.79,50000,20000
2285,2044,Laboratory,<20k buildings,F,,20000,0
2286,2044,Multifamily Housing,>220K Buildings,A,0.27,1000000,220000
2287,2044,Multifamily Housing,>90-220K Buildings,B,0.27,220000,90000
2288,2044,Multifamily Housing,>50-90K Buildings,C,0.27,90000,50000
2289,2044,Multifamily Housing,>30-50K Buildings,D,0.27,50000,30000
2290,2044,Multifamily Housing,>20-30K Buildings,E,0.46,50000,20000
2291,2044,Multifamily Housing,<20k buildings,F,,20000,0
2292,2044,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2293,2044,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2294,2044,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2295,2044,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2296,2044,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
2297,2044,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
2298,2044,Office,>220K Buildings,A,0.0,1000000,220000
2299,2044,Office,>90-220K Buildings,B,0.0,220000,90000
2300,2044,Office,>50-90K Buildings,C,0.0,90000,50000
2301,2044,Office,>30-50K Buildings,D,0.0,50000,30000
2302,2044,Office,>20-30K Buildings,E,0.26,50000,20000
2303,2044,Office,<20k buildings,F,,20000,0
2304,2044,Other,>220K Buildings,A,0.0,1000000,220000
2305,2044,Other,>90-220K Buildings,B,0.0,220000,90000
2306,2044,Other,>50-90K Buildings,C,0.0,90000,50000
2307,2044,Other,>30-50K Buildings,D,0.0,50000,30000
2308,2044,Other,>20-30K Buildings,E,0.88,50000,20000
2309,2044,Other,<20k buildings,F,,20000,0
2310,2044,Recreation,>220K Buildings,A,0.0,1000000,220000
2311,2044,Recreation,>90-220K Buildings,B,0.0,220000,90000
2312,2044,Recreation,>50-90K Buildings,C,0.0,90000,50000
2313,2044,Recreation,>30-50K Buildings,D,0.0,50000,30000
2314,2044,Recreation,>20-30K Buildings,E,1.34,50000,20000
2315,2044,Recreation,<20k buildings,F,,20000,0
2316,2044,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2317,2044,Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2318,2044,Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2319,2044,Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2320,2044,Refrigerated Warehouse,>20-30K Buildings,E,0.16,50000,20000
2321,2044,Refrigerated Warehouse,<20k buildings,F,,20000,0
2322,2044,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
2323,2044,Residence Hall/Dormitory,>90-220K Buildings,B,0.0,220000,90000
2324,2044,Residence Hall/Dormitory,>50-90K Buildings,C,0.0,90000,50000
2325,2044,Residence Hall/Dormitory,>30-50K Buildings,D,0.0,50000,30000
2326,2044,Residence Hall/Dormitory,>20-30K Buildings,E,0.49,50000,20000
2327,2044,Residence Hall/Dormitory,<20k buildings,F,,20000,0
2328,2044,Restaurant,>220K Buildings,A,0.0,1000000,220000
2329,2044,Restaurant,>90-220K Buildings,B,0.0,220000,90000
2330,2044,Restaurant,>50-90K Buildings,C,0.0,90000,50000
2331,2044,Restaurant,>30-50K Buildings,D,0.0,50000,30000
2332,2044,Restaurant,>20-30K Buildings,E,2.41,50000,20000
2333,2044,Restaurant,<20k buildings,F,,20000,0
2334,2044,Retail Store,>220K Buildings,A,0.0,1000000,220000
2335,2044,Retail Store,>90-220K Buildings,B,0.0,220000,90000
2336,2044,Retail Store,>50-90K Buildings,C,0.0,90000,50000
2337,2044,Retail Store,>30-50K Buildings,D,0.0,50000,30000
2338,2044,Retail Store,>20-30K Buildings,E,0.38,50000,20000
