,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
1601,2039,Fire/Police Station,<20k buildings,F,,20000,0
1602,2039,Hospital,>220K Buildings,A,2.11,1000000,220000
1603,2039,Hospital,>90-220K Buildings,B,2.11,220000,90000
1604,2039,Hospital,>50-90K Buildings,C,2.11,90000,50000
1605,2039,Hospital,>30-50K Buildings,D,2.11,50000,30000
1606,2039,Hospital,>20-30K Buildings,E,3.62,50000,20000
1607,2039,Hospital,<20k buildings,F,,20000,0
1608,2039,Hotel,>220K Buildings,A,0.91,1000000,220000
1609,2039,Hotel,>90-220K Buildings,B,0.91,220000,90000
1610,2039,Hotel,>50-90K Buildings,C,0.91,90000,50000
1611,2039,Hotel,>30-50K Buildings,D,0.91,50000,30000
1612,2039,Hotel,>20-30K Buildings,E,1.57,50000,20000
1613,2039,Hotel,<20k buildings,F,,20000,0
1614,2039,K-12 School,>220K Buildings,A,0.4,1000000,220000
1615,2039,K-12 School,>90-220K Buildings,B,0.4,220000,90000
1616,2039,K-12 School,>50-90K Buildings,C,0.4,90000,50000
1617,2039,K-12 School,>30-50K Buildings,D,0.4,50000,30000
1618,2039,K-12 School,>20-30K Buildings,E,0.69,50000,20000
1619,2039,K-12 School,<20k buildings,F,,20000,0
1620,2039,Laboratory,>220K Buildings,A,2.79,1000000,220000
1621,2039,Laboratory,>90-220K Buildings,B,2.79,220000,90000
1622,2039,Laboratory,>50-90K Buildings,C,2.79,90000,50000
1623,2039,Laboratory,>30-50K Buildings,D,2.79,50000,30000
1624,2039,Laboratory,>20-30K Buildings,E,4.79,50000,20000
1625,2039,Laboratory,<20k buildings,F,,20000,0
1626,2039,Multifamily Housing,>220K Buildings,A,0.46,1000000,220000
1627,2039,Multifamily Housing,>90-220K Buildings,B,0.46,220000,90000
1628,2039,Multifamily Housing,>50-90K Buildings,C,0.46,90000,50000
1629,2039,Multifamily Housing,>30-50K Buildings,D,0.46,50000,30000
1630,2039,Multifamily Housing,>20-30K Buildings,E,0.65,50000,20000
1631,2039,Multifamily Housing,<20k buildings,F,,20000,0
1632,2039,Non-Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
1633,2039,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1634,2039,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1635,2039,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1636,2039,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.46,50000,20000
1637,2039,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1638,2039,Office,>220K Buildings,A,0.26,1000000,220000
1639,2039,Office,>90-220K Buildings,B,0.26,220000,90000
1640,2039,Office,>50-90K Buildings,C,0.26,90000,50000
1641,2039,Office,>30-50K Buildings,D,0.26,50000,30000
1642,2039,Office,>20-30K Buildings,E,0.44,50000,20000
1643,2039,Office,<20k buildings,F,,20000,0
1644,2039,Other,>220K Buildings,A,0.88,1000000,220000
1645,2039,Other,>90-220K Buildings,B,0.88,220000,90000
1646,2039,Other,>50-90K Buildings,C,0.88,90000,50000
1647,2039,Other,>30-50K Buildings,D,0.88,50000,30000
1648,2039,Other,>20-30K Buildings,E,1.51,50000,20000
1649,2039,Other,<20k buildings,F,,20000,0
1650,2039,Recreation,>220K Buildings,A,1.34,1000000,220000
1651,2039,Recreation,>90-220K Buildings,B,1.34,220000,90000
1652,2039,Recreation,>50-90K Buildings,C,1.34,90000,50000
1653,2039,Recreation,>30-50K Buildings,D,1.34,50000,30000
1654,2039,Recreation,>20-30K Buildings,E,2.29,50000,20000
1655,2039,Recreation,<20k buildings,F,,20000,0
1656,2039,Refrigerated Warehouse,>220K Buildings,A,0.16,1000000,220000
1657,2039,Refrigerated Warehouse,>90-220K Buildings,B,0.16,220000,90000
1658,2039,Refrigerated Warehouse,>50-90K Buildings,C,0.16,90000,50000
1659,2039,Refrigerated Warehouse,>30-50K Buildings,D,0.16,50000,30000
1660,2039,Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1661,2039,Refrigerated Warehouse,<20k buildings,F,,20000,0
1662,2039,Residence Hall/Dormitory,>220K Buildings,A,0.49,1000000,220000
1663,2039,Residence Hall/Dormitory,>90-220K Buildings,B,0.49,220000,90000
1664,2039,Residence Hall/Dormitory,>50-90K Buildings,C,0.49,90000,50000
1665,2039,Residence Hall/Dormitory,>30-50K Buildings,D,0.49,50000,30000
1666,2039,Residence Hall/Dormitory,>20-30K Buildings,E,0.84,50000,20000
1667,2039,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1668,2039,Restaurant,>220K Buildings,A,2.41,1000000,220000
1669,2039,Restaurant,>90-220K Buildings,B,2.41,220000,90000
1670,2039,Restaurant,>50-90K Buildings,C,2.41,90000,50000
1671,2039,Restaurant,>30-50K Buildings,D,2.41,50000,30000
1672,2039,Restaurant,>20-30K Buildings,E,4.13,50000,20000
1673,2039,Restaurant,<20k buildings,F,,20000,0
1674,2039,Retail Store,>220K Buildings,A,0.38,1000000,220000
1675,2039,Retail Store,>90-220K Buildings,B,0.38,220000,90000
1676,2039,Retail Store,>50-90K Buildings,C,0.38,90000,50000
1677,2039,Retail Store,>30-50K Buildings,D,0.38,50000,30000
1678,2039,Retail Store,>20-30K Buildings,E,0.64,50000,20000
1679,2039,Retail Store,<20k buildings,F,,20000,0
1680,2039,Self-Storage Facility,>220K Buildings,A,0.1,1000000,220000
1681,2039,Self-Storage Facility,>90-220K Buildings,B,0.1,220000,90000
1682,2039,Self-Storage Facility,>50-90K Buildings,C,0.1,90000,50000
1683,2039,Self-Storage Facility,>30-50K Buildings,D,0.1,50000,30000
1684,2039,Self-Storage Facility,>20-30K Buildings,E,0.17,50000,20000
1685,2039,Self-Storage Facility,<20k buildings,F,,20000,0
1686,2039,Senior Living Community,>220K Buildings,A,0.87,1000000,220000
1687,2039,Senior Living Community,>90-220K Buildings,B,0.87,220000,90000
1688,2039,Senior Living Community,>50-90K Buildings,C,0.87,90000,50000
1689,2039,Senior Living Community,>30-50K Buildings,D,0.87,50000,30000
1690,2039,Senior Living Community,>20-30K Buildings,E,1.5,50000,20000
1691,2039,Senior Living Community,<20k buildings,F,,20000,0
1692,2039,Services,>220K Buildings,A,0.6,1000000,220000
1693,2039,Services,>90-220K Buildings,B,0.6,220000,90000
1694,2039,Services,>50-90K Buildings,C,0.6,90000,50000
1695,2039,Services,>30-50K Buildings,D,0.6,50000,30000
1696,2039,Services,>20-30K Buildings,E,1.03,50000,20000
1697,2039,Services,<20k buildings,F,,20000,0
1698,2039,Supermarket/Grocery Store,>220K Buildings,A,1.46,1000000,220000
1699,2039,Supermarket/Grocery Store,>90-220K Buildings,B,1.46,220000,90000
1700,2039,Supermarket/Grocery Store,>50-90K Buildings,C,1.46,90000,50000
1701,2039,Supermarket/Grocery Store,>30-50K Buildings,D,1.46,50000,30000
1702,2039,Supermarket/Grocery Store,>20-30K Buildings,E,2.5,50000,20000
1703,2039,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1704,2039,Worship Facility,>220K Buildings,A,0.49,1000000,220000
1705,2039,Worship Facility,>90-220K Buildings,B,0.49,220000,90000
1706,2039,Worship Facility,>50-90K Buildings,C,0.49,90000,50000
1707,2039,Worship Facility,>30-50K Buildings,D,0.49,50000,30000
1708,2039,Worship Facility,>20-30K Buildings,E,0.84,50000,20000
1709,2039,Worship Facility,<20k buildings,F,,20000,0
1710,2039,nan,>220K Buildings,A,,1000000,220000
1711,2039,nan,>90-220K Buildings,B,,220000,90000
1712,2039,nan,>50-90K Buildings,C,,90000,50000
1713,2039,nan,>30-50K Buildings,D,,50000,30000
1714,2039,nan,>20-30K Buildings,E,,50000,20000
1715,2039,nan,<20k buildings,F,,20000,0
1716,2040,College/University,>220K Buildings,A,1.17,1000000,220000
1717,2040,College/University,>90-220K Buildings,B,1.17,220000,90000
1718,2040,College/University,>50-90K Buildings,C,1.17,90000,50000
1719,2040,College/University,>30-50K Buildings,D,1.17,50000,30000
1720,2040,College/University,>20-30K Buildings,E,1.17,50000,20000
1721,2040,College/University,<20k buildings,F,,20000,0
1722,2040,Entertainment/Public Assembly,>220K Buildings,A,0.52,1000000,220000
1723,2040,Entertainment/Public Assembly,>90-220K Buildings,B,0.52,220000,90000
1724,2040,Entertainment/Public Assembly,>50-90K Buildings,C,0.52,90000,50000
1725,2040,Entertainment/Public Assembly,>30-50K Buildings,D,0.52,50000,30000
1726,2040,Entertainment/Public Assembly,>20-30K Buildings,E,0.52,50000,20000
1727,2040,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1728,2040,Fire/Police Station,>220K Buildings,A,1.0,1000000,220000
1729,2040,Fire/Police Station,>90-220K Buildings,B,1.0,220000,90000
1730,2040,Fire/Police Station,>50-90K Buildings,C,1.0,90000,50000
1731,2040,Fire/Police Station,>30-50K Buildings,D,1.0,50000,30000
1732,2040,Fire/Police Station,>20-30K Buildings,E,1.0,50000,20000
1733,2040,Fire/Police Station,<20k buildings,F,,20000,0
1734,2040,Hospital,>220K Buildings,A,2.11,1000000,220000
1735,2040,Hospital,>90-220K Buildings,B,2.11,220000,90000
1736,2040,Hospital,>50-90K Buildings,C,2.11,90000,50000
1737,2040,Hospital,>30-50K Buildings,D,2.11,50000,30000
1738,2040,Hospital,>20-30K Buildings,E,2.11,50000,20000
1739,2040,Hospital,<20k buildings,F,,20000,0
1740,2040,Hotel,>220K Buildings,A,0.91,1000000,220000
1741,2040,Hotel,>90-220K Buildings,B,0.91,220000,90000
1742,2040,Hotel,>50-90K Buildings,C,0.91,90000,50000
1743,2040,Hotel,>30-50K Buildings,D,0.91,50000,30000
1744,2040,Hotel,>20-30K Buildings,E,0.91,50000,20000
1745,2040,Hotel,<20k buildings,F,,20000,0
1746,2040,K-12 School,>220K Buildings,A,0.4,1000000,220000
1747,2040,K-12 School,>90-220K Buildings,B,0.4,220000,90000
1748,2040,K-12 School,>50-90K Buildings,C,0.4,90000,50000
1749,2040,K-12 School,>30-50K Buildings,D,0.4,50000,30000
1750,2040,K-12 School,>20-30K Buildings,E,0.4,50000,20000
1751,2040,K-12 School,<20k buildings,F,,20000,0
1752,2040,Laboratory,>220K Buildings,A,2.79,1000000,220000
1753,2040,Laboratory,>90-220K Buildings,B,2.79,220000,90000
1754,2040,Laboratory,>50-90K Buildings,C,2.79,90000,50000
1755,2040,Laboratory,>30-50K Buildings,D,2.79,50000,30000
1756,2040,Laboratory,>20-30K Buildings,E,2.79,50000,20000
1757,2040,Laboratory,<20k buildings,F,,20000,0
1758,2040,Multifamily Housing,>220K Buildings,A,0.46,1000000,220000
1759,2040,Multifamily Housing,>90-220K Buildings,B,0.46,220000,90000
1760,2040,Multifamily Housing,>50-90K Buildings,C,0.46,90000,50000
1761,2040,Multifamily Housing,>30-50K Buildings,D,0.46,50000,30000
1762,2040,Multifamily Housing,>20-30K Buildings,E,0.46,50000,20000
1763,2040,Multifamily Housing,<20k buildings,F,,20000,0
1764,2040,Non-Refrigerated Warehouse,>220K Buildings,A,0.27,1000000,220000
1765,2040,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1766,2040,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1767,2040,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1768,2040,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1769,2040,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1770,2040,Office,>220K Buildings,A,0.26,1000000,220000
1771,2040,Office,>90-220K Buildings,B,0.26,220000,90000
1772,2040,Office,>50-90K Buildings,C,0.26,90000,50000
1773,2040,Office,>30-50K Buildings,D,0.26,50000,30000
1774,2040,Office,>20-30K Buildings,E,0.26,50000,20000
1775,2040,Office,<20k buildings,F,,20000,0
1776,2040,Other,>220K Buildings,A,0.88,1000000,220000
1777,2040,Other,>90-220K Buildings,B,0.88,220000,90000
1778,2040,Other,>50-90K Buildings,C,0.88,90000,50000
1779,2040,Other,>30-50K Buildings,D,0.88,50000,30000
1780,2040,Other,>20-30K Buildings,E,0.88,50000,20000
1781,2040,Other,<20k buildings,F,,20000,0
1782,2040,Recreation,>220K Buildings,A,1.34,1000000,220000
1783,2040,Recreation,>90-220K Buildings,B,1.34,220000,90000
1784,2040,Recreation,>50-90K Buildings,C,1.34,90000,50000
1785,2040,Recreation,>30-50K Buildings,D,1.34,50000,30000
1786,2040,Recreation,>20-30K Buildings,E,1.34,50000,20000
1787,2040,Recreation,<20k buildings,F,,20000,0
1788,2040,Refrigerated Warehouse,>220K Buildings,A,0.16,1000000,220000
1789,2040,Refrigerated Warehouse,>90-220K Buildings,B,0.16,220000,90000
1790,2040,Refrigerated Warehouse,>50-90K Buildings,C,0.16,90000,50000
1791,2040,Refrigerated Warehouse,>30-50K Buildings,D,0.16,50000,30000
1792,2040,Refrigerated Warehouse,>20-30K Buildings,E,0.16,50000,20000
1793,2040,Refrigerated Warehouse,<20k buildings,F,,20000,0
1794,2040,Residence Hall/Dormitory,>220K Buildings,A,0.49,1000000,220000
1795,2040,Residence Hall/Dormitory,>90-220K Buildings,B,0.49,220000,90000
1796,2040,Residence Hall/Dormitory,>50-90K Buildings,C,0.49,90000,50000
1797,2040,Residence Hall/Dormitory,>30-50K Buildings,D,0.49,50000,30000
1798,2040,Residence Hall/Dormitory,>20-30K Buildings,E,0.49,50000,20000
1799,2040,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1800,2040,Restaurant,>220K Buildings,A,2.41,1000000,220000
1801,2040,Restaurant,>90-220K Buildings,B,2.41,220000,90000
1802,2040,Restaurant,>50-90K Buildings,C,2.41,90000,50000
1803,2040,Restaurant,>30-50K Buildings,D,2.41,50000,30000
1804,2040,Restaurant,>20-30K Buildings,E,2.41,50000,20000
1805,2040,Restaurant,<20k buildings,F,,20000,0
1806,2040,Retail Store,>220K Buildings,A,0.38,1000000,220000
1807,2040,Retail Store,>90-220K Buildings,B,0.38,220000,90000
1808,2040,Retail Store,>50-90K Buildings,C,0.38,90000,50000
1809,2040,Retail Store,>30-50K Buildings,D,0.38,50000,30000
1810,2040,Retail Store,>20-30K Buildings,E,0.38,50000,20000
1811,2040,Retail Store,<20k buildings,F,,20000,0
1812,2040,Self-Storage Facility,>220K Buildings,A,0.1,1000000,220000
1813,2040,Self-Storage Facility,>90-220K Buildings,B,0.1,220000,90000
1814,2040,Self-Storage Facility,>50-90K Buildings,C,0.1,90000,50000
1815,2040,Self-Storage Facility,>30-50K Buildings,D,0.1,50000,30000
1816,2040,Self-Storage Facility,>20-30K Buildings,E,0.1,50000,20000
1817,2040,Self-Storage Facility,<20k buildings,F,,20000,0
1818,2040,Senior Living Community,>220K Buildings,A,0.87,1000000,220000
1819,2040,Senior Living Community,>90-220K Buildings,B,0.87,220000,90000
1820,2040,Senior Living Community,>50-90K Buildings,C,0.87,90000,50000
1821,2040,Senior Living Community,>30-50K Buildings,D,0.87,50000,30000
1822,2040,Senior Living Community,>20-30K Buildings,E,0.87,50000,20000
1823,2040,Senior Living Community,<20k buildings,F,,20000,0
1824,2040,Services,>220K Buildings,A,0.6,1000000,220000
1825,2040,Services,>90-220K Buildings,B,0.6,220000,90000
1826,2040,Services,>50-90K Buildings,C,0.6,90000,50000
1827,2040,Services,>30-50K Buildings,D,0.6,50000,30000
1828,2040,Services,>20-30K Buildings,E,0.6,50000,20000
1829,2040,Services,<20k buildings,F,,20000,0
1830,2040,Supermarket/Grocery Store,>220K Buildings,A,1.46,1000000,220000
1831,2040,Supermarket/Grocery Store,>90-220K Buildings,B,1.46,220000,90000
1832,2040,Supermarket/Grocery Store,>50-90K Buildings,C,1.46,90000,50000
1833,2040,Supermarket/Grocery Store,>30-50K Buildings,D,1.46,50000,30000
1834,2040,Supermarket/Grocery Store,>20-30K Buildings,E,1.46,50000,20000
1835,2040,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1836,2040,Worship Facility,>220K Buildings,A,0.49,1000000,220000
1837,2040,Worship Facility,>90-220K Buildings,B,0.49,220000,90000
1838,2040,Worship Facility,>50-90K Buildings,C,0.49,90000,50000
1839,2040,Worship Facility,>30-50K Buildings,D,0.49,50000,30000
1840,2040,Worship Facility,>20-30K Buildings,E,0.49,50000,20000
1841,2040,Worship Facility,<20k buildings,F,,20000,0
1842,2040,nan,>220K Buildings,A,,1000000,220000
1843,2040,nan,>90-220K Buildings,B,,220000,90000
1844,2040,nan,>50-90K Buildings,C,,90000,50000
1845,2040,nan,>30-50K Buildings,D,,50000,30000
1846,2040,nan,>20-30K Buildings,E,,50000,20000
1847,2040,nan,<20k buildings,F,,20000,0
1848,2041,College/University,>220K Buildings,A,0.0,1000000,220000
1849,2041,College/University,>90-220K Buildings,B,1.17,220000,90000
1850,2041,College/University,>50-90K Buildings,C,1.17,90000,50000
1851,2041,College/University,>30-50K Buildings,D,1.17,50000,30000
1852,2041,College/University,>20-30K Buildings,E,1.17,50000,20000
1853,2041,College/University,<20k buildings,F,,20000,0
1854,2041,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
1855,2041,Entertainment/Public Assembly,>90-220K Buildings,B,0.52,220000,90000
1856,2041,Entertainment/Public Assembly,>50-90K Buildings,C,0.52,90000,50000
1857,2041,Entertainment/Public Assembly,>30-50K Buildings,D,0.52,50000,30000
1858,2041,Entertainment/Public Assembly,>20-30K Buildings,E,0.52,50000,20000
1859,2041,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1860,2041,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
1861,2041,Fire/Police Station,>90-220K Buildings,B,1.0,220000,90000
1862,2041,Fire/Police Station,>50-90K Buildings,C,1.0,90000,50000
1863,2041,Fire/Police Station,>30-50K Buildings,D,1.0,50000,30000
1864,2041,Fire/Police Station,>20-30K Buildings,E,1.0,50000,20000
1865,2041,Fire/Police Station,<20k buildings,F,,20000,0
1866,2041,Hospital,>220K Buildings,A,0.0,1000000,220000
1867,2041,Hospital,>90-220K Buildings,B,2.11,220000,90000
1868,2041,Hospital,>50-90K Buildings,C,2.11,90000,50000
1869,2041,Hospital,>30-50K Buildings,D,2.11,50000,30000
1870,2041,Hospital,>20-30K Buildings,E,2.11,50000,20000
1871,2041,Hospital,<20k buildings,F,,20000,0
1872,2041,Hotel,>220K Buildings,A,0.0,1000000,220000
1873,2041,Hotel,>90-220K Buildings,B,0.91,220000,90000
1874,2041,Hotel,>50-90K Buildings,C,0.91,90000,50000
1875,2041,Hotel,>30-50K Buildings,D,0.91,50000,30000
1876,2041,Hotel,>20-30K Buildings,E,0.91,50000,20000
1877,2041,Hotel,<20k buildings,F,,20000,0
1878,2041,K-12 School,>220K Buildings,A,0.0,1000000,220000
1879,2041,K-12 School,>90-220K Buildings,B,0.4,220000,90000
1880,2041,K-12 School,>50-90K Buildings,C,0.4,90000,50000
1881,2041,K-12 School,>30-50K Buildings,D,0.4,50000,30000
1882,2041,K-12 School,>20-30K Buildings,E,0.4,50000,20000
1883,2041,K-12 School,<20k buildings,F,,20000,0
1884,2041,Laboratory,>220K Buildings,A,0.0,1000000,220000
1885,2041,Laboratory,>90-220K Buildings,B,2.79,220000,90000
1886,2041,Laboratory,>50-90K Buildings,C,2.79,90000,50000
1887,2041,Laboratory,>30-50K Buildings,D,2.79,50000,30000
1888,2041,Laboratory,>20-30K Buildings,E,2.79,50000,20000
1889,2041,Laboratory,<20k buildings,F,,20000,0
1890,2041,Multifamily Housing,>220K Buildings,A,0.27,1000000,220000
1891,2041,Multifamily Housing,>90-220K Buildings,B,0.46,220000,90000
1892,2041,Multifamily Housing,>50-90K Buildings,C,0.46,90000,50000
1893,2041,Multifamily Housing,>30-50K Buildings,D,0.46,50000,30000
1894,2041,Multifamily Housing,>20-30K Buildings,E,0.46,50000,20000
1895,2041,Multifamily Housing,<20k buildings,F,,20000,0
1896,2041,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
1897,2041,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.27,220000,90000
1898,2041,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.27,90000,50000
1899,2041,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.27,50000,30000
1900,2041,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.27,50000,20000
1901,2041,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1902,2041,Office,>220K Buildings,A,0.0,1000000,220000
1903,2041,Office,>90-220K Buildings,B,0.26,220000,90000
1904,2041,Office,>50-90K Buildings,C,0.26,90000,50000
1905,2041,Office,>30-50K Buildings,D,0.26,50000,30000
1906,2041,Office,>20-30K Buildings,E,0.26,50000,20000
1907,2041,Office,<20k buildings,F,,20000,0
1908,2041,Other,>220K Buildings,A,0.0,1000000,220000
1909,2041,Other,>90-220K Buildings,B,0.88,220000,90000
1910,2041,Other,>50-90K Buildings,C,0.88,90000,50000
1911,2041,Other,>30-50K Buildings,D,0.88,50000,30000
1912,2041,Other,>20-30K Buildings,E,0.88,50000,20000
1913,2041,Other,<20k buildings,F,,20000,0
1914,2041,Recreation,>220K Buildings,A,0.0,1000000,220000
1915,2041,Recreation,>90-220K Buildings,B,0.0,220000,90000
1916,2041,Recreation,>50-90K Buildings,C,1.34,90000,50000
1917,2041,Recreation,>30-50K Buildings,D,1.34,50000,30000
1918,2041,Recreation,>20-30K Buildings,E,1.34,50000,20000
1919,2041,Recreation,<20k buildings,F,,20000,0
1920,2041,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
1921,2041,Refrigerated Warehouse,>90-220K Buildings,B,0.16,220000,90000
1922,2041,Refrigerated Warehouse,>50-90K Buildings,C,0.16,90000,50000
1923,2041,Refrigerated Warehouse,>30-50K Buildings,D,0.16,50000,30000
1924,2041,Refrigerated Warehouse,>20-30K Buildings,E,0.16,50000,20000
1925,2041,Refrigerated Warehouse,<20k buildings,F,,20000,0
1926,2041,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
1927,2041,Residence Hall/Dormitory,>90-220K Buildings,B,0.49,220000,90000
1928,2041,Residence Hall/Dormitory,>50-90K Buildings,C,0.49,90000,50000
1929,2041,Residence Hall/Dormitory,>30-50K Buildings,D,0.49,50000,30000
1930,2041,Residence Hall/Dormitory,>20-30K Buildings,E,0.49,50000,20000
1931,2041,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1932,2041,Restaurant,>220K Buildings,A,0.0,1000000,220000
1933,2041,Restaurant,>90-220K Buildings,B,2.41,220000,90000
1934,2041,Restaurant,>50-90K Buildings,C,2.41,90000,50000
1935,2041,Restaurant,>30-50K Buildings,D,2.41,50000,30000
1936,2041,Restaurant,>20-30K Buildings,E,2.41,50000,20000
1937,2041,Restaurant,<20k buildings,F,,20000,0
1938,2041,Retail Store,>220K Buildings,A,0.0,1000000,220000
1939,2041,Retail Store,>90-220K Buildings,B,0.38,220000,90000
1940,2041,Retail Store,>50-90K Buildings,C,0.38,90000,50000
1941,2041,Retail Store,>30-50K Buildings,D,0.38,50000,30000
1942,2041,Retail Store,>20-30K Buildings,E,0.38,50000,20000
1943,2041,Retail Store,<20k buildings,F,,20000,0
1944,2041,Self-Storage Facility,>220K Buildings,A,0.0,1000000,220000
1945,2041,Self-Storage Facility,>90-220K Buildings,B,0.1,220000,90000
1946,2041,Self-Storage Facility,>50-90K Buildings,C,0.1,90000,50000
1947,2041,Self-Storage Facility,>30-50K Buildings,D,0.1,50000,30000
1948,2041,Self-Storage Facility,>20-30K Buildings,E,0.1,50000,20000
1949,2041,Self-Storage Facility,<20k buildings,F,,20000,0
1950,2041,Senior Living Community,>220K Buildings,A,0.0,1000000,220000
1951,2041,Senior Living Community,>90-220K Buildings,B,0.87,220000,90000
1952,2041,Senior Living Community,>50-90K Buildings,C,0.87,90000,50000
1953,2041,Senior Living Community,>30-50K Buildings,D,0.87,50000,30000
1954,2041,Senior Living Community,>20-30K Buildings,E,0.87,50000,20000
1955,2041,Senior Living Community,<20k buildings,F,,20000,0
1956,2041,Services,>220K Buildings,A,0.0,1000000,220000
1957,2041,Services,>90-220K Buildings,B,0.6,220000,90000
1958,2041,Services,>50-90K Buildings,C,0.6,90000,50000
1959,2041,Services,>30-50K Buildings,D,0.6,50000,30000
1960,2041,Services,>20-30K Buildings,E,0.6,50000,20000
1961,2041,Services,<20k buildings,F,,20000,0
1962,2041,Supermarket/Grocery Store,>220K Buildings,A,0.0,1000000,220000
1963,2041,Supermarket/Grocery Store,>90-220K Buildings,B,1.46,220000,90000
1964,2041,Supermarket/Grocery Store,>50-90K Buildings,C,1.46,90000,50000
1965,2041,Supermarket/Grocery Store,>30-50K Buildings,D,1.46,50000,30000
1966,2041,Supermarket/Grocery Store,>20-30K Buildings,E,1.46,50000,20000
1967,2041,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1968,2041,Worship Facility,>220K Buildings,A,0.0,1000000,220000
1969,2041,Worship Facility,>90-220K Buildings,B,0.49,220000,90000
1970,2041,Worship Facility,>50-90K Buildings,C,0.49,90000,50000
1971,2041,Worship Facility,>30-50K Buildings,D,0.49,50000,30000
1972,2041,Worship Facility,>20-30K Buildings,E,0.49,50000,20000
1973,2041,Worship Facility,<20k buildings,F,,20000,0
1974,2041,nan,>220K Buildings,A,0.0,1000000,220000
1975,2041,nan,>90-220K Buildings,B,0.0,220000,90000
1976,2041,nan,>50-90K Buildings,C,0.0,90000,50000
1977,2041,nan,>30-50K Buildings,D,0.0,50000,30000
1978,2041,nan,>20-30K Buildings,E,0.0,50000,20000
1979,2041,nan,<20k buildings,F,,20000,0
1980,2042,College/University,>220K Buildings,A,0.0,1000000,220000
1981,2042,College/University,>90-220K Buildings,B,0.0,220000,90000
1982,2042,College/University,>50-90K Buildings,C,1.17,90000,50000
1983,2042,College/University,>30-50K Buildings,D,1.17,50000,30000
1984,2042,College/University,>20-30K Buildings,E,1.17,50000,20000
1985,2042,College/University,<20k buildings,F,,20000,0
1986,2042,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
1987,2042,Entertainment/Public Assembly,>90-220K Buildings,B,0.0,220000,90000
1988,2042,Entertainment/Public Assembly,>50-90K Buildings,C,0.52,90000,50000
1989,2042,Entertainment/Public Assembly,>30-50K Buildings,D,0.52,50000,30000
1990,2042,Entertainment/Public Assembly,>20-30K Buildings,E,0.52,50000,20000
1991,2042,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1992,2042,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
1993,2042,Fire/Police Station,>90-220K Buildings,B,0.0,220000,90000
1994,2042,Fire/Police Station,>50-90K Buildings,C,1.0,90000,50000
1995,2042,Fire/Police Station,>30-50K Buildings,D,1.0,50000,30000
1996,2042,Fire/Police Station,>20-30K Buildings,E,1.0,50000,20000
1997,2042,Fire/Police Station,<20k buildings,F,,20000,0
1998,2042,Hospital,>220K Buildings,A,0.0,1000000,220000
1999,2042,Hospital,>90-220K Buildings,B,0.0,220000,90000
2000,2042,Hospital,>50-90K Buildings,C,2.11,90000,50000
2001,2042,Hospital,>30-50K Buildings,D,2.11,50000,30000
2002,2042,Hospital,>20-30K Buildings,E,2.11,50000,20000
2003,2042,Hospital,<20k buildings,F,,20000,0
2004,2042,Hotel,>220K Buildings,A,0.0,1000000,220000
2005,2042,Hotel,>90-220K Buildings,B,0.0,220000,90000
2006,2042,Hotel,>50-90K Buildings,C,0.91,90000,50000
2007,2042,Hotel,>30-50K Buildings,D,0.91,50000,30000
2008,2042,Hotel,>20-30K Buildings,E,0.91,50000,20000
2009,2042,Hotel,<20k buildings,F,,20000,0
2010,2042,K-12 School,>220K Buildings,A,0.0,1000000,220000
2011,2042,K-12 School,>90-220K Buildings,B,0.0,220000,90000
