,Unnamed: 0,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
1028,1028,2034,Senior Living Community,>50-90K Buildings,C,1.08526611328125,90000,50000
1029,1029,2034,Senior Living Community,>30-50K Buildings,D,1.08526611328125,50000,30000
1030,1030,2034,Senior Living Community,>20-30K Buildings,E,1.5338427734375,50000,20000
1031,1031,2034,Senior Living Community,<20k buildings,F,,20000,0
1032,1032,2034,Services,>220K Buildings,A,0.745216064453125,1000000,220000
1033,1033,2034,Services,>90-220K Buildings,B,0.745216064453125,220000,90000
1034,1034,2034,Services,>50-90K Buildings,C,0.745216064453125,90000,50000
1035,1035,2034,Services,>30-50K Buildings,D,0.745216064453125,50000,30000
1036,1036,2034,Services,>20-30K Buildings,E,1.05632568359375,50000,20000
1037,1037,2034,Services,<20k buildings,F,,20000,0
1038,1038,2034,Supermarket/Grocery Store,>220K Buildings,A,1.80877685546875,1000000,220000
1039,1039,2034,Supermarket/Grocery Store,>90-220K Buildings,B,1.80877685546875,220000,90000
1040,1040,2034,Supermarket/Grocery Store,>50-90K Buildings,C,1.80877685546875,90000,50000
1041,1041,2034,Supermarket/Grocery Store,>30-50K Buildings,D,1.80877685546875,50000,30000
1042,1042,2034,Supermarket/Grocery Store,>20-30K Buildings,E,2.56122802734375,50000,20000
1043,1043,2034,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1044,1044,2034,Worship Facility,>220K Buildings,A,0.6077490234374999,1000000,220000
1045,1045,2034,Worship Facility,>90-220K Buildings,B,0.6077490234374999,220000,90000
1046,1046,2034,Worship Facility,>50-90K Buildings,C,0.6077490234374999,90000,50000
1047,1047,2034,Worship Facility,>30-50K Buildings,D,0.6077490234374999,50000,30000
1048,1048,2034,Worship Facility,>20-30K Buildings,E,0.860977783203125,50000,20000
1049,1049,2034,Worship Facility,<20k buildings,F,,20000,0
1050,1050,2034,,>220K Buildings,A,,1000000,220000
1051,1051,2034,,>90-220K Buildings,B,,220000,90000
1052,1052,2034,,>50-90K Buildings,C,,90000,50000
1053,1053,2034,,>30-50K Buildings,D,,50000,30000
1054,1054,2034,,>20-30K Buildings,E,,50000,20000
1055,1055,2034,,<20k buildings,F,,20000,0
1056,1056,2035,College/University,>220K Buildings,A,1.447021484375,1000000,220000
1057,1057,2035,College/University,>90-220K Buildings,B,1.447021484375,220000,90000
1058,1058,2035,College/University,>50-90K Buildings,C,1.447021484375,90000,50000
1059,1059,2035,College/University,>30-50K Buildings,D,1.447021484375,50000,30000
1060,1060,2035,College/University,>20-30K Buildings,E,1.447021484375,50000,20000
1061,1061,2035,College/University,<20k buildings,F,,20000,0
1062,1062,2035,Entertainment/Public Assembly,>220K Buildings,A,0.643924560546875,1000000,220000
1063,1063,2035,Entertainment/Public Assembly,>90-220K Buildings,B,0.643924560546875,220000,90000
1064,1064,2035,Entertainment/Public Assembly,>50-90K Buildings,C,0.643924560546875,90000,50000
1065,1065,2035,Entertainment/Public Assembly,>30-50K Buildings,D,0.643924560546875,50000,30000
1066,1066,2035,Entertainment/Public Assembly,>20-30K Buildings,E,0.643924560546875,50000,20000
1067,1067,2035,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1068,1068,2035,Fire/Police Station,>220K Buildings,A,1.2444384765625,1000000,220000
1069,1069,2035,Fire/Police Station,>90-220K Buildings,B,1.2444384765625,220000,90000
1070,1070,2035,Fire/Police Station,>50-90K Buildings,C,1.2444384765625,90000,50000
1071,1071,2035,Fire/Police Station,>30-50K Buildings,D,1.2444384765625,50000,30000
1072,1072,2035,Fire/Police Station,>20-30K Buildings,E,1.2444384765625,50000,20000
1073,1073,2035,Fire/Police Station,<20k buildings,F,,20000,0
1074,1074,2035,Hospital,>220K Buildings,A,2.61910888671875,1000000,220000
1075,1075,2035,Hospital,>90-220K Buildings,B,2.61910888671875,220000,90000
1076,1076,2035,Hospital,>50-90K Buildings,C,2.61910888671875,90000,50000
1077,1077,2035,Hospital,>30-50K Buildings,D,2.61910888671875,50000,30000
1078,1078,2035,Hospital,>20-30K Buildings,E,2.61910888671875,50000,20000
1079,1079,2035,Hospital,<20k buildings,F,,20000,0
1080,1080,2035,Hotel,>220K Buildings,A,1.1359118652343752,1000000,220000
1081,1081,2035,Hotel,>90-220K Buildings,B,1.1359118652343752,220000,90000
1082,1082,2035,Hotel,>50-90K Buildings,C,1.1359118652343752,90000,50000
1083,1083,2035,Hotel,>30-50K Buildings,D,1.1359118652343752,50000,30000
1084,1084,2035,Hotel,>20-30K Buildings,E,1.1359118652343752,50000,20000
1085,1085,2035,Hotel,<20k buildings,F,,20000,0
1086,1086,2035,K-12 School,>220K Buildings,A,0.49922241210937496,1000000,220000
1087,1087,2035,K-12 School,>90-220K Buildings,B,0.49922241210937496,220000,90000
1088,1088,2035,K-12 School,>50-90K Buildings,C,0.49922241210937496,90000,50000
1089,1089,2035,K-12 School,>30-50K Buildings,D,0.49922241210937496,50000,30000
1090,1090,2035,K-12 School,>20-30K Buildings,E,0.49922241210937496,50000,20000
1091,1091,2035,K-12 School,<20k buildings,F,,20000,0
1092,1092,2035,Laboratory,>220K Buildings,A,3.465616455078125,1000000,220000
1093,1093,2035,Laboratory,>90-220K Buildings,B,3.465616455078125,220000,90000
1094,1094,2035,Laboratory,>50-90K Buildings,C,3.465616455078125,90000,50000
1095,1095,2035,Laboratory,>30-50K Buildings,D,3.465616455078125,50000,30000
1096,1096,2035,Laboratory,>20-30K Buildings,E,3.465616455078125,50000,20000
1097,1097,2035,Laboratory,<20k buildings,F,,20000,0
1098,1098,2035,Multifamily Housing,>220K Buildings,A,0.470281982421875,1000000,220000
1099,1099,2035,Multifamily Housing,>90-220K Buildings,B,0.470281982421875,220000,90000
1100,1100,2035,Multifamily Housing,>50-90K Buildings,C,0.470281982421875,90000,50000
1101,1101,2035,Multifamily Housing,>30-50K Buildings,D,0.470281982421875,50000,30000
1102,1102,2035,Multifamily Housing,>20-30K Buildings,E,0.470281982421875,50000,20000
1103,1103,2035,Multifamily Housing,<20k buildings,F,,20000,0
1104,1104,2035,Non-Refrigerated Warehouse,>220K Buildings,A,0.33281494140625,1000000,220000
1105,1105,2035,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.33281494140625,220000,90000
1106,1106,2035,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.33281494140625,90000,50000
1107,1107,2035,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.33281494140625,50000,30000
1108,1108,2035,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.33281494140625,50000,20000
1109,1109,2035,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1110,1110,2035,Office,>220K Buildings,A,0.3183447265625,1000000,220000
1111,1111,2035,Office,>90-220K Buildings,B,0.3183447265625,220000,90000
1112,1112,2035,Office,>50-90K Buildings,C,0.3183447265625,90000,50000
1113,1113,2035,Office,>30-50K Buildings,D,0.3183447265625,50000,30000
1114,1114,2035,Office,>20-30K Buildings,E,0.3183447265625,50000,20000
1115,1115,2035,Office,<20k buildings,F,,20000,0
1116,1116,2035,Other,>220K Buildings,A,1.092501220703125,1000000,220000
1117,1117,2035,Other,>90-220K Buildings,B,1.092501220703125,220000,90000
1118,1118,2035,Other,>50-90K Buildings,C,1.092501220703125,90000,50000
1119,1119,2035,Other,>30-50K Buildings,D,1.092501220703125,50000,30000
1120,1120,2035,Other,>20-30K Buildings,E,1.092501220703125,50000,20000
1121,1121,2035,Other,<20k buildings,F,,20000,0
1122,1122,2035,Recreation,>220K Buildings,A,1.656839599609375,1000000,220000
1123,1123,2035,Recreation,>90-220K Buildings,B,1.656839599609375,220000,90000
1124,1124,2035,Recreation,>50-90K Buildings,C,1.656839599609375,90000,50000
1125,1125,2035,Recreation,>30-50K Buildings,D,1.656839599609375,50000,30000
1126,1126,2035,Recreation,>20-30K Buildings,E,1.656839599609375,50000,20000
1127,1127,2035,Recreation,<20k buildings,F,,20000,0
1128,1128,2035,Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
1129,1129,2035,Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
1130,1130,2035,Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
1131,1131,2035,Refrigerated Warehouse,>30-50K Buildings,D,0.19534790039062502,50000,30000
1132,1132,2035,Refrigerated Warehouse,>20-30K Buildings,E,0.19534790039062502,50000,20000
1133,1133,2035,Refrigerated Warehouse,<20k buildings,F,,20000,0
1134,1134,2035,Residence Hall/Dormitory,>220K Buildings,A,0.6077490234374999,1000000,220000
1135,1135,2035,Residence Hall/Dormitory,>90-220K Buildings,B,0.6077490234374999,220000,90000
1136,1136,2035,Residence Hall/Dormitory,>50-90K Buildings,C,0.6077490234374999,90000,50000
1137,1137,2035,Residence Hall/Dormitory,>30-50K Buildings,D,0.6077490234374999,50000,30000
1138,1138,2035,Residence Hall/Dormitory,>20-30K Buildings,E,0.6077490234374999,50000,20000
1139,1139,2035,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1140,1140,2035,Restaurant,>220K Buildings,A,2.988099365234375,1000000,220000
1141,1141,2035,Restaurant,>90-220K Buildings,B,2.988099365234375,220000,90000
1142,1142,2035,Restaurant,>50-90K Buildings,C,2.988099365234375,90000,50000
1143,1143,2035,Restaurant,>30-50K Buildings,D,2.988099365234375,50000,30000
1144,1144,2035,Restaurant,>20-30K Buildings,E,2.988099365234375,50000,20000
1145,1145,2035,Restaurant,<20k buildings,F,,20000,0
1146,1146,2035,Retail Store,>220K Buildings,A,0.463046875,1000000,220000
1147,1147,2035,Retail Store,>90-220K Buildings,B,0.463046875,220000,90000
1148,1148,2035,Retail Store,>50-90K Buildings,C,0.463046875,90000,50000
1149,1149,2035,Retail Store,>30-50K Buildings,D,0.463046875,50000,30000
1150,1150,2035,Retail Store,>20-30K Buildings,E,0.463046875,50000,20000
1151,1151,2035,Retail Store,<20k buildings,F,,20000,0
1152,1152,2035,Self-Storage Facility,>220K Buildings,A,0.122996826171875,1000000,220000
1153,1153,2035,Self-Storage Facility,>90-220K Buildings,B,0.122996826171875,220000,90000
1154,1154,2035,Self-Storage Facility,>50-90K Buildings,C,0.122996826171875,90000,50000
1155,1155,2035,Self-Storage Facility,>30-50K Buildings,D,0.122996826171875,50000,30000
1156,1156,2035,Self-Storage Facility,>20-30K Buildings,E,0.122996826171875,50000,20000
1157,1157,2035,Self-Storage Facility,<20k buildings,F,,20000,0
1158,1158,2035,Senior Living Community,>220K Buildings,A,1.08526611328125,1000000,220000
1159,1159,2035,Senior Living Community,>90-220K Buildings,B,1.08526611328125,220000,90000
1160,1160,2035,Senior Living Community,>50-90K Buildings,C,1.08526611328125,90000,50000
1161,1161,2035,Senior Living Community,>30-50K Buildings,D,1.08526611328125,50000,30000
1162,1162,2035,Senior Living Community,>20-30K Buildings,E,1.08526611328125,50000,20000
1163,1163,2035,Senior Living Community,<20k buildings,F,,20000,0
1164,1164,2035,Services,>220K Buildings,A,0.745216064453125,1000000,220000
1165,1165,2035,Services,>90-220K Buildings,B,0.745216064453125,220000,90000
1166,1166,2035,Services,>50-90K Buildings,C,0.745216064453125,90000,50000
1167,1167,2035,Services,>30-50K Buildings,D,0.745216064453125,50000,30000
1168,1168,2035,Services,>20-30K Buildings,E,0.745216064453125,50000,20000
1169,1169,2035,Services,<20k buildings,F,,20000,0
1170,1170,2035,Supermarket/Grocery Store,>220K Buildings,A,1.80877685546875,1000000,220000
1171,1171,2035,Supermarket/Grocery Store,>90-220K Buildings,B,1.80877685546875,220000,90000
1172,1172,2035,Supermarket/Grocery Store,>50-90K Buildings,C,1.80877685546875,90000,50000
1173,1173,2035,Supermarket/Grocery Store,>30-50K Buildings,D,1.80877685546875,50000,30000
1174,1174,2035,Supermarket/Grocery Store,>20-30K Buildings,E,1.80877685546875,50000,20000
1175,1175,2035,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1176,1176,2035,Worship Facility,>220K Buildings,A,0.6077490234374999,1000000,220000
1177,1177,2035,Worship Facility,>90-220K Buildings,B,0.6077490234374999,220000,90000
1178,1178,2035,Worship Facility,>50-90K Buildings,C,0.6077490234374999,90000,50000
1179,1179,2035,Worship Facility,>30-50K Buildings,D,0.6077490234374999,50000,30000
1180,1180,2035,Worship Facility,>20-30K Buildings,E,0.6077490234374999,50000,20000
1181,1181,2035,Worship Facility,<20k buildings,F,,20000,0
1182,1182,2035,,>220K Buildings,A,,1000000,220000
1183,1183,2035,,>90-220K Buildings,B,,220000,90000
1184,1184,2035,,>50-90K Buildings,C,,90000,50000
1185,1185,2035,,>30-50K Buildings,D,,50000,30000
1186,1186,2035,,>20-30K Buildings,E,,50000,20000
1187,1187,2035,,<20k buildings,F,,20000,0
1188,1188,2036,College/University,>220K Buildings,A,0.8465075683593749,1000000,220000
1189,1189,2036,College/University,>90-220K Buildings,B,1.447021484375,220000,90000
1190,1190,2036,College/University,>50-90K Buildings,C,1.447021484375,90000,50000
1191,1191,2036,College/University,>30-50K Buildings,D,1.447021484375,50000,30000
1192,1192,2036,College/University,>20-30K Buildings,E,1.447021484375,50000,20000
1193,1193,2036,College/University,<20k buildings,F,,20000,0
1194,1194,2036,Entertainment/Public Assembly,>220K Buildings,A,0.3762255859375,1000000,220000
1195,1195,2036,Entertainment/Public Assembly,>90-220K Buildings,B,0.643924560546875,220000,90000
1196,1196,2036,Entertainment/Public Assembly,>50-90K Buildings,C,0.643924560546875,90000,50000
1197,1197,2036,Entertainment/Public Assembly,>30-50K Buildings,D,0.643924560546875,50000,30000
1198,1198,2036,Entertainment/Public Assembly,>20-30K Buildings,E,0.643924560546875,50000,20000
1199,1199,2036,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1200,1200,2036,Fire/Police Station,>220K Buildings,A,0.7235107421875,1000000,220000
1201,1201,2036,Fire/Police Station,>90-220K Buildings,B,1.2444384765625,220000,90000
1202,1202,2036,Fire/Police Station,>50-90K Buildings,C,1.2444384765625,90000,50000
1203,1203,2036,Fire/Police Station,>30-50K Buildings,D,1.2444384765625,50000,30000
1204,1204,2036,Fire/Police Station,>20-30K Buildings,E,1.2444384765625,50000,20000
1205,1205,2036,Fire/Police Station,<20k buildings,F,,20000,0
1206,1206,2036,Hospital,>220K Buildings,A,1.526607666015625,1000000,220000
1207,1207,2036,Hospital,>90-220K Buildings,B,2.61910888671875,220000,90000
1208,1208,2036,Hospital,>50-90K Buildings,C,2.61910888671875,90000,50000
1209,1209,2036,Hospital,>30-50K Buildings,D,2.61910888671875,50000,30000
1210,1210,2036,Hospital,>20-30K Buildings,E,2.61910888671875,50000,20000
1211,1211,2036,Hospital,<20k buildings,F,,20000,0
1212,1212,2036,Hotel,>220K Buildings,A,0.6583947753906251,1000000,220000
1213,1213,2036,Hotel,>90-220K Buildings,B,1.1359118652343752,220000,90000
1214,1214,2036,Hotel,>50-90K Buildings,C,1.1359118652343752,90000,50000
1215,1215,2036,Hotel,>30-50K Buildings,D,1.1359118652343752,50000,30000
1216,1216,2036,Hotel,>20-30K Buildings,E,1.1359118652343752,50000,20000
1217,1217,2036,Hotel,<20k buildings,F,,20000,0
1218,1218,2036,K-12 School,>220K Buildings,A,0.289404296875,1000000,220000
1219,1219,2036,K-12 School,>90-220K Buildings,B,0.49922241210937496,220000,90000
1220,1220,2036,K-12 School,>50-90K Buildings,C,0.49922241210937496,90000,50000
1221,1221,2036,K-12 School,>30-50K Buildings,D,0.49922241210937496,50000,30000
1222,1222,2036,K-12 School,>20-30K Buildings,E,0.49922241210937496,50000,20000
1223,1223,2036,K-12 School,<20k buildings,F,,20000,0
1224,1224,2036,Laboratory,>220K Buildings,A,2.018594970703125,1000000,220000
1225,1225,2036,Laboratory,>90-220K Buildings,B,3.465616455078125,220000,90000
1226,1226,2036,Laboratory,>50-90K Buildings,C,3.465616455078125,90000,50000
1227,1227,2036,Laboratory,>30-50K Buildings,D,3.465616455078125,50000,30000
1228,1228,2036,Laboratory,>20-30K Buildings,E,3.465616455078125,50000,20000
1229,1229,2036,Laboratory,<20k buildings,F,,20000,0
1230,1230,2036,Multifamily Housing,>220K Buildings,A,0.33281494140625,1000000,220000
1231,1231,2036,Multifamily Housing,>90-220K Buildings,B,0.470281982421875,220000,90000
1232,1232,2036,Multifamily Housing,>50-90K Buildings,C,0.470281982421875,90000,50000
1233,1233,2036,Multifamily Housing,>30-50K Buildings,D,0.470281982421875,50000,30000
1234,1234,2036,Multifamily Housing,>20-30K Buildings,E,0.470281982421875,50000,20000
1235,1235,2036,Multifamily Housing,<20k buildings,F,,20000,0
1236,1236,2036,Non-Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
1237,1237,2036,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.33281494140625,220000,90000
1238,1238,2036,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.33281494140625,90000,50000
1239,1239,2036,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.33281494140625,50000,30000
1240,1240,2036,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.33281494140625,50000,20000
1241,1241,2036,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1242,1242,2036,Office,>220K Buildings,A,0.18811279296875,1000000,220000
1243,1243,2036,Office,>90-220K Buildings,B,0.3183447265625,220000,90000
1244,1244,2036,Office,>50-90K Buildings,C,0.3183447265625,90000,50000
1245,1245,2036,Office,>30-50K Buildings,D,0.3183447265625,50000,30000
1246,1246,2036,Office,>20-30K Buildings,E,0.3183447265625,50000,20000
1247,1247,2036,Office,<20k buildings,F,,20000,0
1248,1248,2036,Other,>220K Buildings,A,0.636689453125,1000000,220000
1249,1249,2036,Other,>90-220K Buildings,B,1.092501220703125,220000,90000
1250,1250,2036,Other,>50-90K Buildings,C,1.092501220703125,90000,50000
1251,1251,2036,Other,>30-50K Buildings,D,1.092501220703125,50000,30000
1252,1252,2036,Other,>20-30K Buildings,E,1.092501220703125,50000,20000
1253,1253,2036,Other,<20k buildings,F,,20000,0
1254,1254,2036,Recreation,>220K Buildings,A,0.96950439453125,1000000,220000
1255,1255,2036,Recreation,>90-220K Buildings,B,0.96950439453125,220000,90000
1256,1256,2036,Recreation,>50-90K Buildings,C,1.656839599609375,90000,50000
1257,1257,2036,Recreation,>30-50K Buildings,D,1.656839599609375,50000,30000
1258,1258,2036,Recreation,>20-30K Buildings,E,1.656839599609375,50000,20000
1259,1259,2036,Recreation,<20k buildings,F,,20000,0
1260,1260,2036,Refrigerated Warehouse,>220K Buildings,A,0.11576171875,1000000,220000
1261,1261,2036,Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
1262,1262,2036,Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
1263,1263,2036,Refrigerated Warehouse,>30-50K Buildings,D,0.19534790039062502,50000,30000
1264,1264,2036,Refrigerated Warehouse,>20-30K Buildings,E,0.19534790039062502,50000,20000
1265,1265,2036,Refrigerated Warehouse,<20k buildings,F,,20000,0
