,Unnamed: 0,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
1590,1590,2039,Entertainment/Public Assembly,>220K Buildings,A,0.3762255859375,1000000,220000
1591,1591,2039,Entertainment/Public Assembly,>90-220K Buildings,B,0.3762255859375,220000,90000
1592,1592,2039,Entertainment/Public Assembly,>50-90K Buildings,C,0.3762255859375,90000,50000
1593,1593,2039,Entertainment/Public Assembly,>30-50K Buildings,D,0.3762255859375,50000,30000
1594,1594,2039,Entertainment/Public Assembly,>20-30K Buildings,E,0.643924560546875,50000,20000
1595,1595,2039,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1596,1596,2039,Fire/Police Station,>220K Buildings,A,0.7235107421875,1000000,220000
1597,1597,2039,Fire/Police Station,>90-220K Buildings,B,0.7235107421875,220000,90000
1598,1598,2039,Fire/Police Station,>50-90K Buildings,C,0.7235107421875,90000,50000
1599,1599,2039,Fire/Police Station,>30-50K Buildings,D,0.7235107421875,50000,30000
1600,1600,2039,Fire/Police Station,>20-30K Buildings,E,1.2444384765625,50000,20000
1601,1601,2039,Fire/Police Station,<20k buildings,F,,20000,0
1602,1602,2039,Hospital,>220K Buildings,A,1.526607666015625,1000000,220000
1603,1603,2039,Hospital,>90-220K Buildings,B,1.526607666015625,220000,90000
1604,1604,2039,Hospital,>50-90K Buildings,C,1.526607666015625,90000,50000
1605,1605,2039,Hospital,>30-50K Buildings,D,1.526607666015625,50000,30000
1606,1606,2039,Hospital,>20-30K Buildings,E,2.61910888671875,50000,20000
1607,1607,2039,Hospital,<20k buildings,F,,20000,0
1608,1608,2039,Hotel,>220K Buildings,A,0.6583947753906251,1000000,220000
1609,1609,2039,Hotel,>90-220K Buildings,B,0.6583947753906251,220000,90000
1610,1610,2039,Hotel,>50-90K Buildings,C,0.6583947753906251,90000,50000
1611,1611,2039,Hotel,>30-50K Buildings,D,0.6583947753906251,50000,30000
1612,1612,2039,Hotel,>20-30K Buildings,E,1.1359118652343752,50000,20000
1613,1613,2039,Hotel,<20k buildings,F,,20000,0
1614,1614,2039,K-12 School,>220K Buildings,A,0.289404296875,1000000,220000
1615,1615,2039,K-12 School,>90-220K Buildings,B,0.289404296875,220000,90000
1616,1616,2039,K-12 School,>50-90K Buildings,C,0.289404296875,90000,50000
1617,1617,2039,K-12 School,>30-50K Buildings,D,0.289404296875,50000,30000
1618,1618,2039,K-12 School,>20-30K Buildings,E,0.49922241210937496,50000,20000
1619,1619,2039,K-12 School,<20k buildings,F,,20000,0
1620,1620,2039,Laboratory,>220K Buildings,A,2.018594970703125,1000000,220000
1621,1621,2039,Laboratory,>90-220K Buildings,B,2.018594970703125,220000,90000
1622,1622,2039,Laboratory,>50-90K Buildings,C,2.018594970703125,90000,50000
1623,1623,2039,Laboratory,>30-50K Buildings,D,2.018594970703125,50000,30000
1624,1624,2039,Laboratory,>20-30K Buildings,E,3.465616455078125,50000,20000
1625,1625,2039,Laboratory,<20k buildings,F,,20000,0
1626,1626,2039,Multifamily Housing,>220K Buildings,A,0.33281494140625,1000000,220000
1627,1627,2039,Multifamily Housing,>90-220K Buildings,B,0.33281494140625,220000,90000
1628,1628,2039,Multifamily Housing,>50-90K Buildings,C,0.33281494140625,90000,50000
1629,1629,2039,Multifamily Housing,>30-50K Buildings,D,0.33281494140625,50000,30000
1630,1630,2039,Multifamily Housing,>20-30K Buildings,E,0.470281982421875,50000,20000
1631,1631,2039,Multifamily Housing,<20k buildings,F,,20000,0
1632,1632,2039,Non-Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
1633,1633,2039,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
1634,1634,2039,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
1635,1635,2039,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.19534790039062502,50000,30000
1636,1636,2039,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.33281494140625,50000,20000
1637,1637,2039,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1638,1638,2039,Office,>220K Buildings,A,0.18811279296875,1000000,220000
1639,1639,2039,Office,>90-220K Buildings,B,0.18811279296875,220000,90000
1640,1640,2039,Office,>50-90K Buildings,C,0.18811279296875,90000,50000
1641,1641,2039,Office,>30-50K Buildings,D,0.18811279296875,50000,30000
1642,1642,2039,Office,>20-30K Buildings,E,0.3183447265625,50000,20000
1643,1643,2039,Office,<20k buildings,F,,20000,0
1644,1644,2039,Other,>220K Buildings,A,0.636689453125,1000000,220000
1645,1645,2039,Other,>90-220K Buildings,B,0.636689453125,220000,90000
1646,1646,2039,Other,>50-90K Buildings,C,0.636689453125,90000,50000
1647,1647,2039,Other,>30-50K Buildings,D,0.636689453125,50000,30000
1648,1648,2039,Other,>20-30K Buildings,E,1.092501220703125,50000,20000
1649,1649,2039,Other,<20k buildings,F,,20000,0
1650,1650,2039,Recreation,>220K Buildings,A,0.96950439453125,1000000,220000
1651,1651,2039,Recreation,>90-220K Buildings,B,0.96950439453125,220000,90000
1652,1652,2039,Recreation,>50-90K Buildings,C,0.96950439453125,90000,50000
1653,1653,2039,Recreation,>30-50K Buildings,D,0.96950439453125,50000,30000
1654,1654,2039,Recreation,>20-30K Buildings,E,1.656839599609375,50000,20000
1655,1655,2039,Recreation,<20k buildings,F,,20000,0
1656,1656,2039,Refrigerated Warehouse,>220K Buildings,A,0.11576171875,1000000,220000
1657,1657,2039,Refrigerated Warehouse,>90-220K Buildings,B,0.11576171875,220000,90000
1658,1658,2039,Refrigerated Warehouse,>50-90K Buildings,C,0.11576171875,90000,50000
1659,1659,2039,Refrigerated Warehouse,>30-50K Buildings,D,0.11576171875,50000,30000
1660,1660,2039,Refrigerated Warehouse,>20-30K Buildings,E,0.19534790039062502,50000,20000
1661,1661,2039,Refrigerated Warehouse,<20k buildings,F,,20000,0
1662,1662,2039,Residence Hall/Dormitory,>220K Buildings,A,0.354520263671875,1000000,220000
1663,1663,2039,Residence Hall/Dormitory,>90-220K Buildings,B,0.354520263671875,220000,90000
1664,1664,2039,Residence Hall/Dormitory,>50-90K Buildings,C,0.354520263671875,90000,50000
1665,1665,2039,Residence Hall/Dormitory,>30-50K Buildings,D,0.354520263671875,50000,30000
1666,1666,2039,Residence Hall/Dormitory,>20-30K Buildings,E,0.6077490234374999,50000,20000
1667,1667,2039,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1668,1668,2039,Restaurant,>220K Buildings,A,1.7436608886718752,1000000,220000
1669,1669,2039,Restaurant,>90-220K Buildings,B,1.7436608886718752,220000,90000
1670,1670,2039,Restaurant,>50-90K Buildings,C,1.7436608886718752,90000,50000
1671,1671,2039,Restaurant,>30-50K Buildings,D,1.7436608886718752,50000,30000
1672,1672,2039,Restaurant,>20-30K Buildings,E,2.988099365234375,50000,20000
1673,1673,2039,Restaurant,<20k buildings,F,,20000,0
1674,1674,2039,Retail Store,>220K Buildings,A,0.27493408203125,1000000,220000
1675,1675,2039,Retail Store,>90-220K Buildings,B,0.27493408203125,220000,90000
1676,1676,2039,Retail Store,>50-90K Buildings,C,0.27493408203125,90000,50000
1677,1677,2039,Retail Store,>30-50K Buildings,D,0.27493408203125,50000,30000
1678,1678,2039,Retail Store,>20-30K Buildings,E,0.463046875,50000,20000
1679,1679,2039,Retail Store,<20k buildings,F,,20000,0
1680,1680,2039,Self-Storage Facility,>220K Buildings,A,0.07235107421875,1000000,220000
1681,1681,2039,Self-Storage Facility,>90-220K Buildings,B,0.07235107421875,220000,90000
1682,1682,2039,Self-Storage Facility,>50-90K Buildings,C,0.07235107421875,90000,50000
1683,1683,2039,Self-Storage Facility,>30-50K Buildings,D,0.07235107421875,50000,30000
1684,1684,2039,Self-Storage Facility,>20-30K Buildings,E,0.122996826171875,50000,20000
1685,1685,2039,Self-Storage Facility,<20k buildings,F,,20000,0
1686,1686,2039,Senior Living Community,>220K Buildings,A,0.629454345703125,1000000,220000
1687,1687,2039,Senior Living Community,>90-220K Buildings,B,0.629454345703125,220000,90000
1688,1688,2039,Senior Living Community,>50-90K Buildings,C,0.629454345703125,90000,50000
1689,1689,2039,Senior Living Community,>30-50K Buildings,D,0.629454345703125,50000,30000
1690,1690,2039,Senior Living Community,>20-30K Buildings,E,1.08526611328125,50000,20000
1691,1691,2039,Senior Living Community,<20k buildings,F,,20000,0
1692,1692,2039,Services,>220K Buildings,A,0.4341064453125,1000000,220000
1693,1693,2039,Services,>90-220K Buildings,B,0.4341064453125,220000,90000
1694,1694,2039,Services,>50-90K Buildings,C,0.4341064453125,90000,50000
1695,1695,2039,Services,>30-50K Buildings,D,0.4341064453125,50000,30000
1696,1696,2039,Services,>20-30K Buildings,E,0.745216064453125,50000,20000
1697,1697,2039,Services,<20k buildings,F,,20000,0
1698,1698,2039,Supermarket/Grocery Store,>220K Buildings,A,1.05632568359375,1000000,220000
1699,1699,2039,Supermarket/Grocery Store,>90-220K Buildings,B,1.05632568359375,220000,90000
1700,1700,2039,Supermarket/Grocery Store,>50-90K Buildings,C,1.05632568359375,90000,50000
1701,1701,2039,Supermarket/Grocery Store,>30-50K Buildings,D,1.05632568359375,50000,30000
1702,1702,2039,Supermarket/Grocery Store,>20-30K Buildings,E,1.80877685546875,50000,20000
1703,1703,2039,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1704,1704,2039,Worship Facility,>220K Buildings,A,0.354520263671875,1000000,220000
1705,1705,2039,Worship Facility,>90-220K Buildings,B,0.354520263671875,220000,90000
1706,1706,2039,Worship Facility,>50-90K Buildings,C,0.354520263671875,90000,50000
1707,1707,2039,Worship Facility,>30-50K Buildings,D,0.354520263671875,50000,30000
1708,1708,2039,Worship Facility,>20-30K Buildings,E,0.6077490234374999,50000,20000
1709,1709,2039,Worship Facility,<20k buildings,F,,20000,0
1710,1710,2039,,>220K Buildings,A,,1000000,220000
1711,1711,2039,,>90-220K Buildings,B,,220000,90000
1712,1712,2039,,>50-90K Buildings,C,,90000,50000
1713,1713,2039,,>30-50K Buildings,D,,50000,30000
1714,1714,2039,,>20-30K Buildings,E,,50000,20000
1715,1715,2039,,<20k buildings,F,,20000,0
1716,1716,2040,College/University,>220K Buildings,A,0.8465075683593749,1000000,220000
1717,1717,2040,College/University,>90-220K Buildings,B,0.8465075683593749,220000,90000
1718,1718,2040,College/University,>50-90K Buildings,C,0.8465075683593749,90000,50000
1719,1719,2040,College/University,>30-50K Buildings,D,0.8465075683593749,50000,30000
1720,1720,2040,College/University,>20-30K Buildings,E,0.8465075683593749,50000,20000
1721,1721,2040,College/University,<20k buildings,F,,20000,0
1722,1722,2040,Entertainment/Public Assembly,>220K Buildings,A,0.3762255859375,1000000,220000
1723,1723,2040,Entertainment/Public Assembly,>90-220K Buildings,B,0.3762255859375,220000,90000
1724,1724,2040,Entertainment/Public Assembly,>50-90K Buildings,C,0.3762255859375,90000,50000
1725,1725,2040,Entertainment/Public Assembly,>30-50K Buildings,D,0.3762255859375,50000,30000
1726,1726,2040,Entertainment/Public Assembly,>20-30K Buildings,E,0.3762255859375,50000,20000
1727,1727,2040,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1728,1728,2040,Fire/Police Station,>220K Buildings,A,0.7235107421875,1000000,220000
1729,1729,2040,Fire/Police Station,>90-220K Buildings,B,0.7235107421875,220000,90000
1730,1730,2040,Fire/Police Station,>50-90K Buildings,C,0.7235107421875,90000,50000
1731,1731,2040,Fire/Police Station,>30-50K Buildings,D,0.7235107421875,50000,30000
1732,1732,2040,Fire/Police Station,>20-30K Buildings,E,0.7235107421875,50000,20000
1733,1733,2040,Fire/Police Station,<20k buildings,F,,20000,0
1734,1734,2040,Hospital,>220K Buildings,A,1.526607666015625,1000000,220000
1735,1735,2040,Hospital,>90-220K Buildings,B,1.526607666015625,220000,90000
1736,1736,2040,Hospital,>50-90K Buildings,C,1.526607666015625,90000,50000
1737,1737,2040,Hospital,>30-50K Buildings,D,1.526607666015625,50000,30000
1738,1738,2040,Hospital,>20-30K Buildings,E,1.526607666015625,50000,20000
1739,1739,2040,Hospital,<20k buildings,F,,20000,0
1740,1740,2040,Hotel,>220K Buildings,A,0.6583947753906251,1000000,220000
1741,1741,2040,Hotel,>90-220K Buildings,B,0.6583947753906251,220000,90000
1742,1742,2040,Hotel,>50-90K Buildings,C,0.6583947753906251,90000,50000
1743,1743,2040,Hotel,>30-50K Buildings,D,0.6583947753906251,50000,30000
1744,1744,2040,Hotel,>20-30K Buildings,E,0.6583947753906251,50000,20000
1745,1745,2040,Hotel,<20k buildings,F,,20000,0
1746,1746,2040,K-12 School,>220K Buildings,A,0.289404296875,1000000,220000
1747,1747,2040,K-12 School,>90-220K Buildings,B,0.289404296875,220000,90000
1748,1748,2040,K-12 School,>50-90K Buildings,C,0.289404296875,90000,50000
1749,1749,2040,K-12 School,>30-50K Buildings,D,0.289404296875,50000,30000
1750,1750,2040,K-12 School,>20-30K Buildings,E,0.289404296875,50000,20000
1751,1751,2040,K-12 School,<20k buildings,F,,20000,0
1752,1752,2040,Laboratory,>220K Buildings,A,2.018594970703125,1000000,220000
1753,1753,2040,Laboratory,>90-220K Buildings,B,2.018594970703125,220000,90000
1754,1754,2040,Laboratory,>50-90K Buildings,C,2.018594970703125,90000,50000
1755,1755,2040,Laboratory,>30-50K Buildings,D,2.018594970703125,50000,30000
1756,1756,2040,Laboratory,>20-30K Buildings,E,2.018594970703125,50000,20000
1757,1757,2040,Laboratory,<20k buildings,F,,20000,0
1758,1758,2040,Multifamily Housing,>220K Buildings,A,0.33281494140625,1000000,220000
1759,1759,2040,Multifamily Housing,>90-220K Buildings,B,0.33281494140625,220000,90000
1760,1760,2040,Multifamily Housing,>50-90K Buildings,C,0.33281494140625,90000,50000
1761,1761,2040,Multifamily Housing,>30-50K Buildings,D,0.33281494140625,50000,30000
1762,1762,2040,Multifamily Housing,>20-30K Buildings,E,0.33281494140625,50000,20000
1763,1763,2040,Multifamily Housing,<20k buildings,F,,20000,0
1764,1764,2040,Non-Refrigerated Warehouse,>220K Buildings,A,0.19534790039062502,1000000,220000
1765,1765,2040,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
1766,1766,2040,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
1767,1767,2040,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.19534790039062502,50000,30000
1768,1768,2040,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.19534790039062502,50000,20000
1769,1769,2040,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1770,1770,2040,Office,>220K Buildings,A,0.18811279296875,1000000,220000
1771,1771,2040,Office,>90-220K Buildings,B,0.18811279296875,220000,90000
1772,1772,2040,Office,>50-90K Buildings,C,0.18811279296875,90000,50000
1773,1773,2040,Office,>30-50K Buildings,D,0.18811279296875,50000,30000
1774,1774,2040,Office,>20-30K Buildings,E,0.18811279296875,50000,20000
1775,1775,2040,Office,<20k buildings,F,,20000,0
1776,1776,2040,Other,>220K Buildings,A,0.636689453125,1000000,220000
1777,1777,2040,Other,>90-220K Buildings,B,0.636689453125,220000,90000
1778,1778,2040,Other,>50-90K Buildings,C,0.636689453125,90000,50000
1779,1779,2040,Other,>30-50K Buildings,D,0.636689453125,50000,30000
1780,1780,2040,Other,>20-30K Buildings,E,0.636689453125,50000,20000
1781,1781,2040,Other,<20k buildings,F,,20000,0
1782,1782,2040,Recreation,>220K Buildings,A,0.96950439453125,1000000,220000
1783,1783,2040,Recreation,>90-220K Buildings,B,0.96950439453125,220000,90000
1784,1784,2040,Recreation,>50-90K Buildings,C,0.96950439453125,90000,50000
1785,1785,2040,Recreation,>30-50K Buildings,D,0.96950439453125,50000,30000
1786,1786,2040,Recreation,>20-30K Buildings,E,0.96950439453125,50000,20000
1787,1787,2040,Recreation,<20k buildings,F,,20000,0
1788,1788,2040,Refrigerated Warehouse,>220K Buildings,A,0.11576171875,1000000,220000
1789,1789,2040,Refrigerated Warehouse,>90-220K Buildings,B,0.11576171875,220000,90000
1790,1790,2040,Refrigerated Warehouse,>50-90K Buildings,C,0.11576171875,90000,50000
1791,1791,2040,Refrigerated Warehouse,>30-50K Buildings,D,0.11576171875,50000,30000
1792,1792,2040,Refrigerated Warehouse,>20-30K Buildings,E,0.11576171875,50000,20000
1793,1793,2040,Refrigerated Warehouse,<20k buildings,F,,20000,0
1794,1794,2040,Residence Hall/Dormitory,>220K Buildings,A,0.354520263671875,1000000,220000
1795,1795,2040,Residence Hall/Dormitory,>90-220K Buildings,B,0.354520263671875,220000,90000
1796,1796,2040,Residence Hall/Dormitory,>50-90K Buildings,C,0.354520263671875,90000,50000
1797,1797,2040,Residence Hall/Dormitory,>30-50K Buildings,D,0.354520263671875,50000,30000
1798,1798,2040,Residence Hall/Dormitory,>20-30K Buildings,E,0.354520263671875,50000,20000
1799,1799,2040,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1800,1800,2040,Restaurant,>220K Buildings,A,1.7436608886718752,1000000,220000
1801,1801,2040,Restaurant,>90-220K Buildings,B,1.7436608886718752,220000,90000
1802,1802,2040,Restaurant,>50-90K Buildings,C,1.7436608886718752,90000,50000
1803,1803,2040,Restaurant,>30-50K Buildings,D,1.7436608886718752,50000,30000
1804,1804,2040,Restaurant,>20-30K Buildings,E,1.7436608886718752,50000,20000
1805,1805,2040,Restaurant,<20k buildings,F,,20000,0
1806,1806,2040,Retail Store,>220K Buildings,A,0.27493408203125,1000000,220000
1807,1807,2040,Retail Store,>90-220K Buildings,B,0.27493408203125,220000,90000
1808,1808,2040,Retail Store,>50-90K Buildings,C,0.27493408203125,90000,50000
1809,1809,2040,Retail Store,>30-50K Buildings,D,0.27493408203125,50000,30000
1810,1810,2040,Retail Store,>20-30K Buildings,E,0.27493408203125,50000,20000
1811,1811,2040,Retail Store,<20k buildings,F,,20000,0
1812,1812,2040,Self-Storage Facility,>220K Buildings,A,0.07235107421875,1000000,220000
1813,1813,2040,Self-Storage Facility,>90-220K Buildings,B,0.07235107421875,220000,90000
1814,1814,2040,Self-Storage Facility,>50-90K Buildings,C,0.07235107421875,90000,50000
1815,1815,2040,Self-Storage Facility,>30-50K Buildings,D,0.07235107421875,50000,30000
1816,1816,2040,Self-Storage Facility,>20-30K Buildings,E,0.07235107421875,50000,20000
1817,1817,2040,Self-Storage Facility,<20k buildings,F,,20000,0
1818,1818,2040,Senior Living Community,>220K Buildings,A,0.629454345703125,1000000,220000
1819,1819,2040,Senior Living Community,>90-220K Buildings,B,0.629454345703125,220000,90000
1820,1820,2040,Senior Living Community,>50-90K Buildings,C,0.629454345703125,90000,50000
1821,1821,2040,Senior Living Community,>30-50K Buildings,D,0.629454345703125,50000,30000
1822,1822,2040,Senior Living Community,>20-30K Buildings,E,0.629454345703125,50000,20000
1823,1823,2040,Senior Living Community,<20k buildings,F,,20000,0
1824,1824,2040,Services,>220K Buildings,A,0.4341064453125,1000000,220000
1825,1825,2040,Services,>90-220K Buildings,B,0.4341064453125,220000,90000
1826,1826,2040,Services,>50-90K Buildings,C,0.4341064453125,90000,50000
1827,1827,2040,Services,>30-50K Buildings,D,0.4341064453125,50000,30000
1828,1828,2040,Services,>20-30K Buildings,E,0.4341064453125,50000,20000
1829,1829,2040,Services,<20k buildings,F,,20000,0
1830,1830,2040,Supermarket/Grocery Store,>220K Buildings,A,1.05632568359375,1000000,220000
1831,1831,2040,Supermarket/Grocery Store,>90-220K Buildings,B,1.05632568359375,220000,90000
1832,1832,2040,Supermarket/Grocery Store,>50-90K Buildings,C,1.05632568359375,90000,50000
1833,1833,2040,Supermarket/Grocery Store,>30-50K Buildings,D,1.05632568359375,50000,30000
1834,1834,2040,Supermarket/Grocery Store,>20-30K Buildings,E,1.05632568359375,50000,20000
1835,1835,2040,Supermarket/Grocery Store,<20k buildings,F,,20000,0
1836,1836,2040,Worship Facility,>220K Buildings,A,0.354520263671875,1000000,220000
1837,1837,2040,Worship Facility,>90-220K Buildings,B,0.354520263671875,220000,90000
1838,1838,2040,Worship Facility,>50-90K Buildings,C,0.354520263671875,90000,50000
1839,1839,2040,Worship Facility,>30-50K Buildings,D,0.354520263671875,50000,30000
1840,1840,2040,Worship Facility,>20-30K Buildings,E,0.354520263671875,50000,20000
1841,1841,2040,Worship Facility,<20k buildings,F,,20000,0
1842,1842,2040,,>220K Buildings,A,,1000000,220000
1843,1843,2040,,>90-220K Buildings,B,,220000,90000
1844,1844,2040,,>50-90K Buildings,C,,90000,50000
1845,1845,2040,,>30-50K Buildings,D,,50000,30000
1846,1846,2040,,>20-30K Buildings,E,,50000,20000
1847,1847,2040,,<20k buildings,F,,20000,0
1848,1848,2041,College/University,>220K Buildings,A,0.0,1000000,220000
1849,1849,2041,College/University,>90-220K Buildings,B,0.8465075683593749,220000,90000
1850,1850,2041,College/University,>50-90K Buildings,C,0.8465075683593749,90000,50000
1851,1851,2041,College/University,>30-50K Buildings,D,0.8465075683593749,50000,30000
1852,1852,2041,College/University,>20-30K Buildings,E,0.8465075683593749,50000,20000
1853,1853,2041,College/University,<20k buildings,F,,20000,0
1854,1854,2041,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
1855,1855,2041,Entertainment/Public Assembly,>90-220K Buildings,B,0.3762255859375,220000,90000
1856,1856,2041,Entertainment/Public Assembly,>50-90K Buildings,C,0.3762255859375,90000,50000
1857,1857,2041,Entertainment/Public Assembly,>30-50K Buildings,D,0.3762255859375,50000,30000
1858,1858,2041,Entertainment/Public Assembly,>20-30K Buildings,E,0.3762255859375,50000,20000
1859,1859,2041,Entertainment/Public Assembly,<20k buildings,F,,20000,0
1860,1860,2041,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
1861,1861,2041,Fire/Police Station,>90-220K Buildings,B,0.7235107421875,220000,90000
1862,1862,2041,Fire/Police Station,>50-90K Buildings,C,0.7235107421875,90000,50000
1863,1863,2041,Fire/Police Station,>30-50K Buildings,D,0.7235107421875,50000,30000
1864,1864,2041,Fire/Police Station,>20-30K Buildings,E,0.7235107421875,50000,20000
1865,1865,2041,Fire/Police Station,<20k buildings,F,,20000,0
1866,1866,2041,Hospital,>220K Buildings,A,0.0,1000000,220000
1867,1867,2041,Hospital,>90-220K Buildings,B,1.526607666015625,220000,90000
1868,1868,2041,Hospital,>50-90K Buildings,C,1.526607666015625,90000,50000
1869,1869,2041,Hospital,>30-50K Buildings,D,1.526607666015625,50000,30000
1870,1870,2041,Hospital,>20-30K Buildings,E,1.526607666015625,50000,20000
1871,1871,2041,Hospital,<20k buildings,F,,20000,0
1872,1872,2041,Hotel,>220K Buildings,A,0.0,1000000,220000
1873,1873,2041,Hotel,>90-220K Buildings,B,0.6583947753906251,220000,90000
1874,1874,2041,Hotel,>50-90K Buildings,C,0.6583947753906251,90000,50000
1875,1875,2041,Hotel,>30-50K Buildings,D,0.6583947753906251,50000,30000
1876,1876,2041,Hotel,>20-30K Buildings,E,0.6583947753906251,50000,20000
1877,1877,2041,Hotel,<20k buildings,F,,20000,0
1878,1878,2041,K-12 School,>220K Buildings,A,0.0,1000000,220000
1879,1879,2041,K-12 School,>90-220K Buildings,B,0.289404296875,220000,90000
1880,1880,2041,K-12 School,>50-90K Buildings,C,0.289404296875,90000,50000
1881,1881,2041,K-12 School,>30-50K Buildings,D,0.289404296875,50000,30000
1882,1882,2041,K-12 School,>20-30K Buildings,E,0.289404296875,50000,20000
1883,1883,2041,K-12 School,<20k buildings,F,,20000,0
1884,1884,2041,Laboratory,>220K Buildings,A,0.0,1000000,220000
1885,1885,2041,Laboratory,>90-220K Buildings,B,2.018594970703125,220000,90000
1886,1886,2041,Laboratory,>50-90K Buildings,C,2.018594970703125,90000,50000
1887,1887,2041,Laboratory,>30-50K Buildings,D,2.018594970703125,50000,30000
1888,1888,2041,Laboratory,>20-30K Buildings,E,2.018594970703125,50000,20000
1889,1889,2041,Laboratory,<20k buildings,F,,20000,0
1890,1890,2041,Multifamily Housing,>220K Buildings,A,0.19534790039062502,1000000,220000
1891,1891,2041,Multifamily Housing,>90-220K Buildings,B,0.33281494140625,220000,90000
1892,1892,2041,Multifamily Housing,>50-90K Buildings,C,0.33281494140625,90000,50000
1893,1893,2041,Multifamily Housing,>30-50K Buildings,D,0.33281494140625,50000,30000
1894,1894,2041,Multifamily Housing,>20-30K Buildings,E,0.33281494140625,50000,20000
1895,1895,2041,Multifamily Housing,<20k buildings,F,,20000,0
1896,1896,2041,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
1897,1897,2041,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.19534790039062502,220000,90000
1898,1898,2041,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.19534790039062502,90000,50000
1899,1899,2041,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.19534790039062502,50000,30000
1900,1900,2041,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.19534790039062502,50000,20000
1901,1901,2041,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
1902,1902,2041,Office,>220K Buildings,A,0.0,1000000,220000
1903,1903,2041,Office,>90-220K Buildings,B,0.18811279296875,220000,90000
1904,1904,2041,Office,>50-90K Buildings,C,0.18811279296875,90000,50000
1905,1905,2041,Office,>30-50K Buildings,D,0.18811279296875,50000,30000
1906,1906,2041,Office,>20-30K Buildings,E,0.18811279296875,50000,20000
1907,1907,2041,Office,<20k buildings,F,,20000,0
1908,1908,2041,Other,>220K Buildings,A,0.0,1000000,220000
1909,1909,2041,Other,>90-220K Buildings,B,0.636689453125,220000,90000
1910,1910,2041,Other,>50-90K Buildings,C,0.636689453125,90000,50000
1911,1911,2041,Other,>30-50K Buildings,D,0.636689453125,50000,30000
1912,1912,2041,Other,>20-30K Buildings,E,0.636689453125,50000,20000
1913,1913,2041,Other,<20k buildings,F,,20000,0
1914,1914,2041,Recreation,>220K Buildings,A,0.0,1000000,220000
1915,1915,2041,Recreation,>90-220K Buildings,B,0.0,220000,90000
1916,1916,2041,Recreation,>50-90K Buildings,C,0.96950439453125,90000,50000
1917,1917,2041,Recreation,>30-50K Buildings,D,0.96950439453125,50000,30000
1918,1918,2041,Recreation,>20-30K Buildings,E,0.96950439453125,50000,20000
1919,1919,2041,Recreation,<20k buildings,F,,20000,0
1920,1920,2041,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
1921,1921,2041,Refrigerated Warehouse,>90-220K Buildings,B,0.11576171875,220000,90000
1922,1922,2041,Refrigerated Warehouse,>50-90K Buildings,C,0.11576171875,90000,50000
1923,1923,2041,Refrigerated Warehouse,>30-50K Buildings,D,0.11576171875,50000,30000
1924,1924,2041,Refrigerated Warehouse,>20-30K Buildings,E,0.11576171875,50000,20000
1925,1925,2041,Refrigerated Warehouse,<20k buildings,F,,20000,0
1926,1926,2041,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
1927,1927,2041,Residence Hall/Dormitory,>90-220K Buildings,B,0.354520263671875,220000,90000
1928,1928,2041,Residence Hall/Dormitory,>50-90K Buildings,C,0.354520263671875,90000,50000
1929,1929,2041,Residence Hall/Dormitory,>30-50K Buildings,D,0.354520263671875,50000,30000
1930,1930,2041,Residence Hall/Dormitory,>20-30K Buildings,E,0.354520263671875,50000,20000
1931,1931,2041,Residence Hall/Dormitory,<20k buildings,F,,20000,0
1932,1932,2041,Restaurant,>220K Buildings,A,0.0,1000000,220000
1933,1933,2041,Restaurant,>90-220K Buildings,B,1.7436608886718752,220000,90000
1934,1934,2041,Restaurant,>50-90K Buildings,C,1.7436608886718752,90000,50000
1935,1935,2041,Restaurant,>30-50K Buildings,D,1.7436608886718752,50000,30000
1936,1936,2041,Restaurant,>20-30K Buildings,E,1.7436608886718752,50000,20000
