Owner,PropertyGFABuilding_s_,TotalGHGEmissions__metric_tons_,Electricity_kBtu_,NaturalGas_kBtu_,SteamUse_kBtu_
NIKFARD BIJAN+NIKFARD GEORGE+,25920.0,10.8,683975.0,134156.0,0.0
NINTH AND LENORA LLC,482600.0,576.4,12476193.0,9603562.0,0.0
NITORI YUKI,41026.0,5.8,1085425.0,0.0,0.0
NORDIC HERITAGE MUSEUM FOUNDATION,57735.0,18.2,2750680.0,66486.0,0.0
NORDSTROM INC,693450.0,216.8,29602444.0,1119096.0,0.0
NORFOLD BUILDING LP,123000.0,93.9,3666859.0,1400115.0,0.0
NORTH 46TH PROPERTIES L.L.C,29840.0,3.6,685431.0,0.0,0.0
NORTH AMERICA CHANG JIANG 8 LLP,41262.0,10.5,1967552.0,0.0,0.0
NORTH BLOCK SPRING STREET DEVELOPMENT LLC,38038.0,37.2,592760.0,0.0,409729.0
NORTH SEATTLE AURORA PROPERTIES LLC,21633.0,65.9,1590035.0,1081632.0,0.0
NORTH SEATTLE PROFESSIONAL CENTER LLC,20580.0,4.5,852775.0,0.0,0.0
NORTH SEATTLE PROPERTIES III LLC,48112.0,5.7,1065218.0,0.0,0.0
NORTHAVEN DEVELOPMENT,21620.0,62.7,790479.0,1101345.0,0.0
NORTHBRIDGE APARTMENTS LLC,45956.0,6.0,1122990.0,0.0,0.0
NORTHBROOK PLACE LTD PARTNSHIP,63670.0,11.6,2178147.0,0.0,0.0
NORTHCUT HOLDINGS LLC,59850.0,39.2,4847882.0,252853.0,0.0
NORTHGATE 3 LLC,104460.0,65.7,1887592.0,1047770.0,0.0
NORTHGATE ATHLETIC CLUB LLC,30610.0,119.2,1500854.0,2093575.0,0.0
NORTHGATE INNS INC,64892.0,119.7,2190859.0,2034710.0,0.0
NORTHGATE LODGING LLLP,105154.0,115.8,2764471.0,1903625.0,0.0
NORTHGATE STORAGE LLC,33344.0,0.0,0.0,0.0,0.0
NORTHLAKE OWNER LLC,49782.0,14.1,2652492.0,0.0,0.0
NORTHPARK VILLAGE L.L.C,43130.0,6.0,1133601.0,0.0,0.0
NORTHPOINT COLLAGE LLC,31962.0,5.3,992812.0,0.0,0.0
NORTHROP GLENN A,28766.0,16.4,562814.0,253112.0,0.0
NORTHWAY WEST LLC,86483.0,28.8,5424428.0,0.0,0.0
NORTHWEST SCHOOL OF THE ARTS,60000.0,54.5,812602.0,944142.0,0.0
NOT FOUND,5526390.0,4183.900000000001,148117440.0,59082337.0,3112688.0
NOVA APARTMENTS LLC,59205.0,6.1,1146214.0,0.0,0.0
NOVO ROOSEVELT LLC,39272.0,43.4,1098046.0,708047.0,0.0
NP & EASTERN LLLP,68735.0,78.4,729240.0,1403599.0,0.0
NW CORPORATE PARK LLC,90000.0,16.1,1124547.0,189703.0,0.0
NW FEDERAL CREDIT UNION,39017.0,77.1,1617629.0,1290025.0,0.0
NW INDUSTRIAL MARINE,27553.0,54.4,359863.0,987983.0,0.0
NW LIMITED PARTNERSHIP,28328.0,4.1,766658.0,0.0,0.0
NW WORK LOFTS LP,217800.0,340.8,3466080.0,6069261.0,0.0
OAKTREE PLAZA ASSOCIATES,78547.0,144.20000000000002,5411476.0,2172814.0,0.0
OB SODO PROPERTIES V LLC,23792.0,13.4,2518086.0,0.0,0.0
ODDFELLOWS LLC,55520.0,111.2,807151.0,2013102.0,0.0
ODEGARD-GOCKEL INVESTMENTS LLC,50009.0,9.5,1563941.0,21898.0,0.0
ODGAARD PEDER R+ODGAARD FAMILY TRUST,208664.0,188.8,7200507.0,2834783.0,0.0
OK HOTEL APARTMENTS LLC,42534.0,49.7,827789.0,853350.0,0.0
OLETA APARTMENTS LIMITED PARTNERSHIP,21264.0,55.2,323594.0,1006925.0,0.0
OLIVE TERRACE APARTMENTS LLC,28094.0,5.3,990712.0,0.0,0.0
OLIVE TOWER APARTMENTS L L C,50141.0,73.0,834911.0,1291753.0,0.0
OLYMPIAN LLC,44644.0,56.0,675175.0,986205.0,0.0
OLYMPIC VIEW APARTMENTS LLC,26941.0,3.6,675179.0,0.0,0.0
OLYMPIC VIEW APARTS I LLC,26280.0,18.4,512324.0,295843.0,0.0
OLYMPIC/GRAYSON ARMS LLC,29533.0,60.5,257108.0,1112649.0,0.0
ON THE BOARDS,34976.0,12.9,538067.0,189716.0,0.0
ONE HUNDRED KING L L C,73260.0,14.0,2631397.0,0.0,0.0
ONNI 1411 FOURTH DEVELOPMENT LP,151039.0,44.7,8403115.0,0.0,0.0
OPUS NORTHWEST LLC,66924.0,243.5,724150.0,4511825.0,0.0
ORCAS BUSINESS PARK L.L.C,126948.0,119.7,3325589.0,1921329.0,0.0
ORE 6525 CALIFORNIA LLC,33521.0,12.8,750429.0,166274.0,0.0
OREGON APARTMENTS LLC,56776.0,41.1,1000179.0,673532.0,0.0
OREGON PLACE APTS LLC,21300.0,3.4,631736.0,0.0,0.0
ORIGIN APARTMENT INVESTORS LLC,141698.0,87.4,2622636.0,1383402.0,0.0
ORIGINAL RAINIER OWNER LLC,187156.0,69.8,2310960.0,1082835.0,0.0
ORION APARTMENTS LLC,21168.0,2.8,522529.0,0.0,0.0
ORLOSKY VALERIE+FRANK,22320.0,71.2,519756.0,1287668.0,0.0
OSHEA BUILDING CO %MARTHA H KEARNS,79957.0,17.2,3235856.0,0.0,0.0
OSWEGO ARMS LLC,21000.0,3.7,564587.0,13150.0,0.0
OSWELL BAKERSFIELD RETAIL ASSOCIATES LLC +MERIDIAN GROUP ASSCIATES LLC +ET AL,27176.0,89.7,345163.0,1653580.0,0.0
OTHELLO NORTH LP,328779.0,238.3,3159783.0,4170125.0,0.0
OTT DEVELOPMENT LLC,20144.0,3.8,719295.0,0.0,0.0
OTT JOHN N $T,28760.0,66.0,265635.0,355052.0,550509.0
OVERLOOK MAGNOLIA APARTMENTS LLC,388815.0,52.900000000000006,9911319.0,0.0,0.0
PACIFIC INDUSTRIAL CENTER LP,36400.0,41.5,938407.0,687604.0,0.0
PACIFIC MILLENNIAL REALTY LLC,73335.0,10.7,466651.0,154071.0,0.0
PACIFIC NORTHWEST BELL TELEPHO,155500.0,74.9,14085664.0,0.0,0.0
PACIFIC NORTHWEST RESEARCH,34380.0,597.0,5239331.0,3751.0,6854334.0
PACIFIC PROPERTIES SOUTH LLC,20590.0,13.8,399416.0,220055.0,0.0
PACIFIC SUN NORTHWEST INC,42331.0,6.4,1206966.0,0.0,0.0
PACMED CLINICS,21329.0,13.5,2547249.0,0.0,0.0
PACNORTH PROPERTIES LLC+RIVERCROFT REAL ESTATE ASSETS LLC,227672.0,31.2,5025685.0,84086.0,0.0
PAJIS WA L L C,24377.0,321.1,4720041.0,5572911.0,0.0
PALACE INVESTMENT CO,24000.0,38.5,352660.0,689301.0,0.0
PALLADIAN HOTEL LLC,61721.0,21.1,1804935.0,215999.0,0.0
PAN WASHINGTON LLC,530039.0,296.1,6274733.0,4947773.0,0.0
PANAMA INTERNATIONAL CORP,40552.0,48.8,155345.0,903212.0,0.0
PANORAMA SEATTLE III LLC,225423.0,535.4,2978148.0,9783628.0,0.0
PANTAGES APT LLC,38713.0,45.1,1068853.0,741291.0,0.0
PAPE PROPERTIES INC,30004.0,120.8,919770.0,2181924.0,0.0
PARAGON INDUSTRIES II INC,76350.0,54.400000000000006,866380.0,937826.0,0.0
PARAMOUNT APARTMENTS LLC,28380.0,9.3,596496.0,114484.0,0.0
PARK CSH LLC,26044.0,31.5,544639.0,537990.0,0.0
PARK HAMILTON INVESTORS 2019 LLC,36067.0,5.5,1037398.0,0.0,0.0
PARK MANOR APARTMENTS LLC C/O STANLEY KOKI,28320.0,64.1,3440361.0,863279.0,0.0
PARK PLACE RHF HOUSING,121635.0,153.0,5062030.0,2373612.0,0.0
PARK ROYAL APARTMENTS LLC,24865.0,3.7,703992.0,0.0,0.0
PARK VIEW WATERSIDE LLC,237646.0,112.4,16604423.0,453291.0,0.0
PARKER APARTMENTS LIMITED PARTNERSHIP,38328.0,6.3,1192269.0,0.0,0.0
PARKSIDE LIMITED LIABILITY COMPANY,20736.0,2.6,493380.0,0.0,0.0
PARKSIDE LLC,29243.0,44.2,571283.0,775513.0,0.0
PARSONAGE APARTMENTS LLC,54502.0,32.6,882635.0,524886.0,0.0
PATHFINDER SEATTLE HOLDINGS LLC,122941.0,10.2,1924245.0,0.0,0.0
PAUL LAUZIER SCHOLARSHIP FOUNDATION+PAUL LAUZIER CHARITABLE FOUNDATION,28144.0,10.3,593688.0,134562.0,0.0
PAUL REVERE APARTMENTS LLC,43606.0,5.9,1113361.0,0.0,0.0
PCK-DLK LLC,43387.0,6.5,1224081.0,0.0,0.0
PECK BUILDING LLC THE,27730.0,12.0,922465.0,134314.0,0.0
PEDERSEN ESTATES INC,31569.0,42.1,270596.0,765183.0,0.0
PELOTON PROPERTES LLC,38148.0,6.0,1137270.0,0.0,0.0
PEMCO MUTUAL INSURANCE COMPANY,91649.0,30.7,3682872.0,209343.0,0.0
PENN HALL ASSOCIATES,20809.0,21.3,325532.0,367813.0,0.0
PERFECTION PROPERTIES L L C+ALLSWELL L L C+HALF-TIME IV L L C,37760.0,5.3,998002.0,0.0,0.0
PFHC-601 ROY LLC,78051.0,33.9,1233903.0,514021.0,0.0
PFHC-700 5TH AVE LLC,148022.0,55.9,2586671.0,793967.0,0.0
PGA LEGACY LLC,35874.0,51.3,507378.0,915517.0,0.0
PHINNEY FLATS LLC,26023.0,19.0,466461.0,311100.0,0.0
PHINNEY NEIGHBORHOOD ASSOCIATION,23835.0,60.2,136975.0,1120181.0,0.0
PHN WEST SEATTLE LLC +IRONHORSE TO WEST SEATTLE LLC +ET AL,99625.0,50.7,1816496.0,772105.0,0.0
PICKERING PLACE L L C,36709.0,4.7,886383.0,0.0,0.0
PIERRE FAMILY LIMITED PARTNERSHIP,37377.0,104.8,1148363.0,1857804.0,0.0
PIERS 55 & 56 INC,89143.0,169.6,5146159.0,2676359.0,0.0
PIERS 55 & 56 LLC,62900.0,200.2,2947847.0,3474860.0,0.0
PIKE BUILDING LLC,34914.0,108.8,897765.0,1957999.0,0.0
PIKE FLATS LLC,38724.0,32.8,1084412.0,508806.0,0.0
PIKE PLACE MARKET PRESERVATION,45500.0,15.0,2830015.0,0.0,0.0
PIKE PLACE MARKET PRESERVATION & DEVELOPMENT AUTHORITY,70850.0,96.1,2496129.0,1559844.0,0.0
PIKE STREET INVESTORS LLC,620338.0,482.8,32398298.0,5306439.0,345448.0
PIKE STREET TPII LLC,23597.0,26.3,717542.0,423357.0,0.0
PILAT LLC,27951.0,3.8,709350.0,0.0,0.0
PILGRIM PARTNERS III LLC,55671.0,57.8,1164967.0,971824.0,0.0
PINE & BELMONT LLC,104664.0,85.8,2816268.0,1333020.0,0.0
PINE & MELROSE LLC,185462.0,142.9,3834010.0,2306725.0,0.0
PINE & MINOR APARTMENTS LLC,85772.0,63.7,1993360.0,1000515.0,0.0
PINE LLC,27544.0,16.9,578238.0,259407.0,0.0
PINEHURST LLC,51387.0,6.3,1186083.0,0.0,0.0
PIONEER BUILDING LEVEL OFFICE LLC,89355.0,0.0,0.0,0.0,0.0
PIONEER HUMAN SERVICES,22082.0,8.9,761236.0,90629.0,0.0
PIONEER HUMAN SVCS,25536.0,89.3,558203.0,1624739.0,0.0
PIONEER PRESERVATION ASSOCIATES LP,90959.0,114.9,2767404.0,1886138.0,0.0
PIONEER SQUARE HOTEL CO,45500.0,79.5,744970.0,295218.0,720779.0
PL FIRTH LLC,42952.0,5.2,977461.0,0.0,0.0
PLANNED PARENTHOOD WESTERN WA,31357.0,21.7,1906748.0,216866.0,0.0
PLAZA 15 LLC,97254.0,11.9,2237661.0,0.0,0.0
PLYMOUTH HOUSING GROUP,221361.0,430.40000000000003,6108216.0,7494557.0,0.0
PNP PROPERTIES LLC,28920.0,65.5,235824.0,1210219.0,0.0
POCOCK ROWING FOUNDATION,20233.0,19.8,390749.0,334084.0,0.0
POLSON HOLDINGS LLC,112560.0,63.3,2655020.0,925944.0,0.0
POLYCLINIC MSO PLLC,179014.0,487.5,9654977.0,8212732.0,0.0
PONG RENE+DONG LOREN+DONG,21600.0,25.6,418211.0,440885.0,0.0
PONTE GADEA KIARA LLC,526520.0,396.2,14747609.0,5984303.0,0.0
PONTE GADEA SEATTLE LLC,401081.0,362.1,13775288.0,5439150.0,0.0
POPE & YOUNG PROPERTIES LLC,85695.0,11.9,2246402.0,0.0,0.0
PORT OF SEATTLE,377687.0,651.6,75604526.0,4698679.0,0.0
PORT SEATTLE,68640.0,50.4,9470224.0,0.0,0.0
POST ALLEY COURT APARTMENTS NW LLC,42765.0,7.5,1419469.0,0.0,0.0
PPF AMLI 1260 REPUBLICAN STREET LLC,121739.0,105.30000000000001,3080148.0,1675298.0,0.0
PPF AMLI 2428 NW MARKET STREET LLC,289089.0,117.2,6035937.0,1603195.0,0.0
PPF AMLI 535 PONTIUS AVENUE NORTH LLC,195800.0,161.5,3563111.0,2684931.0,0.0
PPF OFF 2001 WESTERN AVENUE LLC,43983.0,215.8,5994157.0,3463142.0,0.0
PPF OFF 720 OLIVE WAY LLC,293737.0,80.6,15153995.0,0.0,0.0
PR 1430 SECOND LLC,477543.0,563.8,9622594.0,9651900.0,0.0
PRATT PARK OWNER LLC,221996.0,237.8,5036102.0,3972399.0,0.0
PRE LAKE CITY 26 LLC,24052.0,3.4,645834.0,0.0,0.0
PREDATION LLC,110613.0,41.6,875833.0,694829.0,0.0
PRISA MARKET PLACE TOWER WA LLC % PREI LAW DEPT,236995.0,140.9,11431097.0,1509220.0,0.0
PRM PROPERTY MANAGEMENT LLC,39514.0,5.5,1034899.0,0.0,0.0
PROJECT S47 LLC,25536.0,102.6,165656.0,1915841.0,0.0
PROLOGIS-EXCHANGE 4201 6TH AVENUE SOUTH LLC,400270.0,136.8,6817608.0,1893004.0,0.0
PROLOGIS-EXCHANGE 646 SOUTH HOLGATE STREET LLC,25880.0,1.6,295817.0,0.0,0.0
PROMENADE LAKE CITY LLC,72985.0,10.6,1984202.0,0.0,0.0
PRU 114 LLC,74211.0,5.3,995635.0,0.0,0.0
PSJ LLC,37080.0,6.5,1225040.0,0.0,0.0
PTL PROPERTY LIMITED PARTNERSHIP,33640.0,4.8,904559.0,0.0,0.0
PUBLIC STORAGE,907769.0,111.5,6229763.0,1473800.0,0.0
PUBLIC STORAGE PROP XV INC,64660.0,0.0,0.0,0.0,0.0
PUBLIC STORAGE PROP XVI INC,293707.0,0.0,0.0,0.0,0.0
PUBLIC STORAGE PROPERTIES VII,36600.0,1.4,268985.0,0.0,0.0
PUBLIX OWNER LLC,39279.0,181.7,4535046.0,2966858.0,0.0
PUGET SOUND BLOOD CENTER & PROGRAM,96783.0,447.3,8960096.0,0.0,4814700.0
PUGET SOUND EDUCATIONAL SERVICES DISTRICT,44162.0,33.7,814038.0,552949.0,0.0
PUGET SOUND ENERGY INC,106185.0,79.39999999999999,1355589.0,1300199.0,37412.0
PUGET SOUND NEIGHBORHOOD HEALTH CENTERS,25880.0,16.0,1790731.0,121219.0,0.0
PURPLE CHEETAH LLC,30545.0,61.9,494735.0,1115834.0,0.0
QA CANAL LLC,20022.0,2.8,528358.0,0.0,0.0
QA PARTNERS LLC,50283.0,57.2,1963566.0,880620.0,0.0
QG SEATTLE LLC,41276.0,94.5,739874.0,1705225.0,0.0
QUAIL PARK OF WEST SEATTLE LLC,45130.0,11.7,2200260.0,0.0,0.0
QUALITY FOOD CENTERS,45980.0,132.0,4766581.0,2007857.0,0.0
QUALITY FOOD CENTERS INC,103649.0,310.7,8966698.0,4951619.0,0.0
QUALMAN BUILDING LLC,25248.0,85.0,195158.0,1580764.0,0.0
QUEEN ANNE 23 LLC,24540.0,9.1,427496.0,129135.0,0.0
QUEENS OAKS LLC,22331.0,15.9,391297.0,259826.0,0.0
QUEST CORPORATION,22420.0,42.7,495464.0,754774.0,0.0
QUEST MINISTRIES,40445.0,27.0,365389.0,471476.0,0.0
QUINAULT APRTMENT ASSOCIATES LLC,34580.0,114.5,325605.0,2123175.0,0.0
QUINTET INVESTMENTS INC,46445.0,94.5,518088.0,1727498.0,0.0
QUINTON PROPERTIES LLC,44755.0,219.2,5088786.0,3617811.0,0.0
QWEST CORP,140142.0,266.4,4901061.0,4524909.0,0.0
QWEST CORPORATION,791992.0,611.5,17341899.0,9777524.0,0.0
QWEST CORPORATION+CENTURYLINK QC,54986.0,38.2,1006723.0,618974.0,0.0
R & S INVESTMENTS LLC,48890.0,47.3,476160.0,842482.0,0.0
R C PATRNERSHIP,35222.0,16.6,901744.0,222723.0,0.0
R D MERRILL AT BALLARD I LLC,96495.0,92.1,2893727.0,1444409.0,0.0
R D MERRILL AT FAIRVIEW LLC,36959.0,13.4,2516158.0,0.0,0.0
R&W LANTERA LLC,52588.0,7.8,1463818.0,0.0,0.0
RAINIER COURT ASSOCIATES 2002-1,172135.0,257.4,5438349.0,4301804.0,0.0
RAINIER HOSPITALITY LLC,115718.0,134.0,3543236.0,2167461.0,0.0
RAINIER NORTHWEST-UNIVERSITY LLC,102631.0,114.30000000000001,2070943.0,1944955.0,0.0
RAINIER PLAZA #2 LLC,50785.0,175.2,5079339.0,2789475.0,0.0
RAINIER VISTA BLOCK 43 OWNER LP,34589.0,37.4,1120289.0,592525.0,0.0
RAMAYANA LLC,36814.0,5.2,969526.0,0.0,0.0
RANDOLPH PARTNERS LLC,25729.0,12.9,560180.0,186375.0,0.0
RAR 2501 LLC,70586.0,41.8,1135566.0,673257.0,0.0
RAR2 QUEEN ANNE - METRO MARKET QRS LLC,153949.0,133.5,5817446.0,1932094.0,0.0
RAR2 QUEEN ANNE-EDEN HILL QRS L L C C/O RREEF AMERICA L L C,51203.0,74.4,1937786.0,1206682.0,0.0
RAR2 QUEEN ANNE-SEVEN HILLS QRS LLC,74964.0,80.1,1384055.0,1369618.0,0.0
RAR2 QUEEN ANNE-SWEETBRIER QRS L L C C/O RREEF AMERICA L L C,52763.0,28.9,1203288.0,423333.0,0.0
RAVENNA HOUSE 2015 LLC,25300.0,3.5,658139.0,0.0,0.0
RAVENSTONE APARTMENTS LLC,21094.0,3.5,648865.0,0.0,0.0
REAM FAMILY LIMITED PARTNERSHIP,22000.0,3.6,683421.0,0.0,0.0
RECREATIONAL EQUIPMENT INC,104014.0,118.4,5320506.0,1697100.0,0.0
RED LION APARTMENTS LLC,29528.0,57.2,299486.0,1047538.0,0.0
REDCO OCCIDENTAL 547 OWNER LLC,83400.0,0.0,0.0,0.0,0.0
REEDO LP,66842.0,86.5,2139994.0,1413630.0,0.0
REEP-MF WALLINGFORD WA LLC,76966.0,75.0,1582415.0,1252972.0,0.0
REGENCY MERIDIAN L L C,161798.0,201.0,8943518.0,2888163.0,0.0
REVERB APARTMENTS LLC,71685.0,37.7,1256999.0,583234.0,0.0
REYNOLDS HOTEL LLC,35820.0,137.8,839425.0,2509893.0,0.0
RFA MASIN BLOCK LLC,91684.0,37.3,3400815.0,361022.0,0.0
RGD FAMILY LLC,27447.0,4.6,865068.0,0.0,0.0
RGD MARK SPENCER 2014 LLC+MARK SPENCER PARTNERS LLC,28833.0,22.9,945364.0,337324.0,0.0
RH ROOSEVELT RIDGE LIMITED LIABILITY COMPANY,59010.0,10.5,1973630.0,0.0,0.0
RH SIXTH AVENUE PLAZA ASSOC LLC+RH NORTHGATE-STONE AVE ASSOC LLC,92080.0,162.9,3455271.0,2721373.0,0.0
RIALTO COURT LLC,26684.0,3.4,639948.0,0.0,0.0
RIGGLE JAMES C+JEWELL HARRISON J,40836.0,197.7,1247293.0,3597667.0,0.0
RIPPLE ROCK LLC,25016.0,3.0,561499.0,0.0,0.0
RISE FLATS LLC,54721.0,50.8,1434014.0,813000.0,0.0
RISE PROPERTIES ( CITYWALK)  LP,103345.0,0.0,0.0,0.0,0.0
RISE PROPERTIES WOODLAND POINTE LP,89068.0,16.5,3107374.0,0.0,0.0
RISE-CG CAPITOL HILL LP,113894.0,92.4,2334452.0,1505495.0,0.0
RISE-CG JA LOFTS LIMITED PARTNERSHIP,161722.0,75.1,3259589.0,1086901.0,0.0
RISER GYNE+RISER FAMILY TRUST,75187.0,279.1,2046353.0,5049295.0,0.0
RIVENDELL LLC,21841.0,2.4,453765.0,0.0,0.0
RIVENDELL PROPCO LLC,22184.0,0.0,0.0,0.0,0.0
RIVET URBAN HOMES LLC+RIVET URBAN HOMES II LLC,114187.0,78.3,1989671.0,1274419.0,0.0
RIVIERA NORTHGATE APARTMENTS LLC,36408.0,5.2,985036.0,0.0,0.0
RKM EAGLE COURT LLC,24882.0,18.1,548618.0,285790.0,0.0
RL LAKEVIEW PLACE LLC,24441.0,1.1,199817.0,0.0,0.0
RLI BUILDING LLC,38460.0,36.9,1287772.0,565073.0,0.0
RM LITTLEFIELD LLC,22704.0,82.3,239825.0,1524966.0,0.0
ROACH SHANNON,24330.0,20.2,497648.0,330073.0,0.0
ROBERT & SHIRLEY WILSON FAMILY L L C THE,35289.0,32.1,377890.0,567086.0,0.0
ROEBLING SEATTLE LLC,58970.0,3.6,675252.0,0.0,0.0
ROIC WASHINGTON LLC,77555.0,27.4,5143706.0,312.0,0.0
ROLLINS MATTHEW,25800.0,21.7,520903.0,356091.0,0.0
ROOSEVELT ECONO-MINI STORAGE LLC,22522.0,35.3,125919.0,651799.0,0.0
ROOSEVELT HOTEL OWNER LLC,88591.0,130.0,2701116.0,396956.0,1138537.0
ROOSEVELT PARK APARTMENTS LLC,24800.0,3.4,641691.0,0.0,0.0
ROOSEVELT SQUARE APARTMENTS LLC,43406.0,7.2,1360948.0,0.0,0.0
ROOSEVELT SQUARE REGENCY LLC,128315.0,145.2,12022035.0,1530179.0,0.0
ROOSEVELT STATION I LLC +ROOSEVELT STATION II LLC,73449.0,45.6,1312352.0,727943.0,0.0
ROOSTER APARTMENTS I LLC,84577.0,38.1,1083915.0,608843.0,0.0
ROOSTER APARTMENTS LLC,162213.0,145.1,3830939.0,2348300.0,0.0
ROSCOMMON L.L.C,68648.0,10.9,2057535.0,0.0,0.0
ROSE FAMILY LLC JAMES B,28700.0,4.5,847337.0,0.0,0.0
ROUNDCLIFFE HOLDINGS LLC,28500.0,4.6,863711.0,0.0,0.0
ROXBOROUGH INVESTORS LLC,37566.0,21.7,507082.0,357033.0,0.0
ROY VUE ASSOCIATES LLC,45552.0,30.2,857766.0,482713.0,0.0
ROYCROFT APARTMENTS LLC,33736.0,4.3,804512.0,0.0,0.0
RP-SEASONS APTS LLC,31682.0,5.2,978092.0,0.0,0.0
RPT WALLINGFORD PLAZA LLC,31774.0,20.4,1487662.0,235306.0,0.0
RRDS LLC,29214.0,284.0,4845419.0,4863057.0,0.0
RS KOHLS PROPERTIES LLC,35579.0,29.9,368188.0,525548.0,0.0
RSA SOUND VIEW LLC,75630.0,10.2,1925873.0,0.0,0.0
RUDENKO TATYANA,27008.0,3.2,604443.0,0.0,0.0
RUNNING REBELS OWNER LLC,133884.0,476.8,6389956.0,4139200.0,2686114.0
RUSSELL PARK L L C,66024.0,8.2,1548601.0,0.0,0.0
RUSSELL PARTNERS,68100.0,60.9,2844236.0,862724.0,0.0
RUTH COURT APARTMENTS LLC,62988.0,37.0,1057924.0,590758.0,0.0
S & S PARTNERS LLC,58770.0,26.6,827578.0,417472.0,0.0
S-QOZB LLC,164887.0,257.5,8889988.0,3957371.0,0.0
S/I SEATTLE INVESTMENTS IV LLC,41452.0,67.5,480752.0,1222277.0,0.0
S3KM LLC,25859.0,14.4,622175.0,209096.0,0.0
SABRA PARK WEST LLC,46633.0,160.2,1988650.0,2817592.0,0.0
SADE ELEANOR,32960.0,4.3,817358.0,0.0,0.0
SAFECO PLAZA LLC,754455.0,428.4,36476907.0,4414357.0,0.0
SAFEWAY INC,87955.0,242.8,7067523.0,3863773.0,0.0
SAFEWAY STORES 98 INC,44739.0,375.0,9217498.0,6138700.0,0.0
SAHNEY VIKRAM N,231352.0,368.4,7059704.0,6230499.0,0.0
SAINT ANNE CORPORATION,22583.0,85.7,647868.0,1548319.0,0.0
SAINT GERVAIS LLC % STARRETT CTY ASSO,67450.0,42.6,2117071.0,590148.0,0.0
SALMON BAY INVESTMENT GROUP LLC,33385.0,6.3,1181135.0,0.0,0.0
SALMON BAY WATERWAY INVESTMENTS LLC,143355.0,112.3,2397769.0,1873728.0,0.0
SALTY'S PROPERTIES II L L C,20398.0,226.9,2235952.0,4049225.0,0.0
SALVATION ARMY SEATTLE RESIDEN,46439.0,32.4,1032707.0,507431.0,0.0
SAN JUAN APARTMENTS LLC,23553.0,3.8,718344.0,0.0,0.0
SAN MARCO LLC,24840.0,19.5,422798.0,325236.0,0.0
SAND POINT COMMUNITY HOUSING ASSOC,93504.0,17.0,3217534.0,0.0,0.0
SAT 2400 L L C,22542.0,11.9,384109.0,186550.0,0.0
SATO FAMILY LTD PARTNERSHIP,54984.0,58.5,1629873.0,937444.0,0.0
SATURN BUILDING LLC,46958.0,14.3,1406681.0,128893.0,0.0
SB-FELIX NORTH LLC,27984.0,5.7,1069430.0,0.0,0.0
SBOB LLC,33180.0,40.7,2435774.0,522657.0,0.0
SC SEATTLE RE II LLC,25460.0,4.2,794194.0,0.0,0.0
SC SEATTLE RE LLC,81508.0,70.3,2233048.0,1100196.0,0.0
SCD 2U LLC,102761.0,215.2,2613508.0,423281.0,2154491.0
SCHARHON FAMILY LLC,31300.0,12.8,228534.0,218646.0,0.0
SCHARMACH SEATTLE LLC,35115.0,32.1,1198696.0,484275.0,0.0
SCHOOL BISHOP BLANCHET HIGH,175015.0,255.4,2062362.0,4602005.0,0.0
SCHWABACHER BUILDING LLC,42804.0,17.5,437960.0,285898.0,0.0
SCIENTIFIC BUILDING LLC,28142.0,35.5,307947.0,57218.0,371858.0
SCU HOLDINGS LLC,90266.0,22.9,4307810.0,0.0,0.0
SDC ANNEX LLC,25500.0,0.7,136223.0,0.0,0.0
SDC CREATIV LLC,425108.0,86.6,15576227.0,70561.0,0.0
SEA SELF STORE L L C,28800.0,20.1,523840.0,325542.0,0.0
SEA WASHINGTON 2010 LLC,58015.0,10.1,1906571.0,0.0,0.0
SEA-MAR COMMUNITY HEALTH CENTER,148540.0,121.3,4583059.0,1825984.0,0.0
SEACLIFF GOTHARD L L C,55665.0,8.9,1665239.0,0.0,0.0
SEACLIFF WESTSIDE II LLC,21294.0,3.4,642739.0,0.0,0.0
SEADRUNAR PROPERTIES,46340.0,7.5,1415059.0,0.0,0.0
SEAFREEZE ACQUISITION LLC,442846.0,21.9,4127097.0,0.0,0.0
SEALTH VISTA LLC,24650.0,15.4,493133.0,240121.0,0.0
SEATAC MARINE PROPERTIES LLC,44100.0,4.6,874199.0,0.0,0.0
SEATTLE 1521 10TH LLC,30240.0,17.7,610066.0,272720.0,0.0
SEATTLE 316 FIRST LLC,43460.0,4.0,747540.0,0.0,0.0
SEATTLE ACADEMY OF ARTS & SCIENCES,188322.0,263.6,4007081.0,4562349.0,0.0
SEATTLE ARTS PROJECT LLC,65288.0,28.2,755984.0,456166.0,0.0
SEATTLE CANCER CARE ALLIANCE,26634.0,8.7,1628823.0,0.0,0.0
SEATTLE CHILDREN'S HOSPITAL,70292.0,31.2,1263040.0,461008.0,0.0
SEATTLE CITY OF,12739167.0,12739.5,375896593.0,191564658.0,6826192.0
SEATTLE CITY OF % TERRY DUNNING,55653.0,69.9,329246.0,1282714.0,0.0
SEATTLE CITY OF ATTN DHHS DIRECTOR,21284.0,27.0,395932.0,468702.0,0.0
SEATTLE CITY OF ENGINEERING DE,40264.0,77.6,1480784.0,1313116.0,0.0
SEATTLE CITY OF HOUSING AUTHORITY,22382.0,3.6,670584.0,0.0,0.0
SEATTLE CITY OF S-DOT R/W,35584.0,12.7,1143627.0,124380.0,0.0
